clip number,start_time,end_time,play,view,fromYouTube,input_file,output_file,name,file extension,date,
13,0:04:14,0:04:26,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_13.mp4,2025NattyGame_,.mp4,2026-03-17,
14,0:04:29,0:04:45,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_14.mp4,2025NattyGame_,.mp4,2026-03-17,
15,0:04:50,0:05:07,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_15.mp4,2025NattyGame_,.mp4,2026-03-17,
16,0:05:12,0:05:29,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_16.mp4,2025NattyGame_,.mp4,2026-03-17,
17,0:05:36,0:05:48,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_17.mp4,2025NattyGame_,.mp4,2026-03-17,
18,0:05:52,0:06:05,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_18.mp4,2025NattyGame_,.mp4,2026-03-17,
19,0:06:13,0:06:23,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_19.mp4,2025NattyGame_,.mp4,2026-03-17,
20,0:06:26,0:06:36,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_20.mp4,2025NattyGame_,.mp4,2026-03-17,
21,0:06:44,0:06:58,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_21.mp4,2025NattyGame_,.mp4,2026-03-17,
22,0:07:04,0:07:16,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_22.mp4,2025NattyGame_,.mp4,2026-03-17,
23,0:07:24,0:07:36,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_23.mp4,2025NattyGame_,.mp4,2026-03-17,
24,0:07:40,0:07:52,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_24.mp4,2025NattyGame_,.mp4,2026-03-17,
25,0:07:59,0:08:13,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_25.mp4,2025NattyGame_,.mp4,2026-03-17,
26,0:08:17,0:08:35,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_26.mp4,2025NattyGame_,.mp4,2026-03-17,
27,0:08:42,0:08:52,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_27.mp4,2025NattyGame_,.mp4,2026-03-17,
28,0:08:54,0:09:07,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_28.mp4,2025NattyGame_,.mp4,2026-03-17,
29,0:09:17,0:09:27,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_29.mp4,2025NattyGame_,.mp4,2026-03-17,
30,0:09:31,0:09:43,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_30.mp4,2025NattyGame_,.mp4,2026-03-17,
31,0:09:49,0:10:01,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_31.mp4,2025NattyGame_,.mp4,2026-03-17,
32,0:10:08,0:10:22,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_32.mp4,2025NattyGame_,.mp4,2026-03-17,
33,0:10:30,0:10:40,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_33.mp4,2025NattyGame_,.mp4,2026-03-17,
34,0:10:45,0:10:56,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_34.mp4,2025NattyGame_,.mp4,2026-03-17,
35,0:11:03,0:11:19,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_35.mp4,2025NattyGame_,.mp4,2026-03-17,
36,0:11:22,0:11:34,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_36.mp4,2025NattyGame_,.mp4,2026-03-17,
37,0:11:42,0:11:52,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_37.mp4,2025NattyGame_,.mp4,2026-03-17,
38,0:11:57,0:12:06,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_38.mp4,2025NattyGame_,.mp4,2026-03-17,
39,0:12:14,0:12:23,Extra Point,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_39.mp4,2025NattyGame_,.mp4,2026-03-17,
40,0:12:34,0:12:42,Extra Point,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_40.mp4,2025NattyGame_,.mp4,2026-03-17,
41,0:12:55,0:13:08,Kickoff,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_41.mp4,2025NattyGame_,.mp4,2026-03-17,
42,0:13:18,0:13:31,Kickoff,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_42.mp4,2025NattyGame_,.mp4,2026-03-17,
43,0:13:40,0:13:52,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_43.mp4,2025NattyGame_,.mp4,2026-03-17,
44,0:13:57,0:14:10,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_44.mp4,2025NattyGame_,.mp4,2026-03-17,
45,0:14:16,0:14:31,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_45.mp4,2025NattyGame_,.mp4,2026-03-17,
46,0:14:35,0:14:51,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_46.mp4,2025NattyGame_,.mp4,2026-03-17,
47,0:14:58,0:15:09,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_47.mp4,2025NattyGame_,.mp4,2026-03-17,
48,0:15:13,0:15:27,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_48.mp4,2025NattyGame_,.mp4,2026-03-17,
49,0:15:32,0:15:45,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_49.mp4,2025NattyGame_,.mp4,2026-03-17,
50,0:15:49,0:16:05,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_50.mp4,2025NattyGame_,.mp4,2026-03-17,
51,0:16:12,0:16:28,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_51.mp4,2025NattyGame_,.mp4,2026-03-17,
52,0:16:32,0:16:47,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_52.mp4,2025NattyGame_,.mp4,2026-03-17,
53,0:16:54,0:17:04,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_53.mp4,2025NattyGame_,.mp4,2026-03-17,
54,0:17:07,0:17:17,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_54.mp4,2025NattyGame_,.mp4,2026-03-17,
55,0:17:23,0:17:35,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_55.mp4,2025NattyGame_,.mp4,2026-03-17,
56,0:17:39,0:17:52,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_56.mp4,2025NattyGame_,.mp4,2026-03-17,
57,0:17:58,0:18:11,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_57.mp4,2025NattyGame_,.mp4,2026-03-17,
58,0:18:15,0:18:27,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_58.mp4,2025NattyGame_,.mp4,2026-03-17,
59,0:18:33,0:18:44,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_59.mp4,2025NattyGame_,.mp4,2026-03-17,
60,0:18:50,0:18:59,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_60.mp4,2025NattyGame_,.mp4,2026-03-17,
61,0:19:05,0:19:19,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_61.mp4,2025NattyGame_,.mp4,2026-03-17,
62,0:19:23,0:19:38,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_62.mp4,2025NattyGame_,.mp4,2026-03-17,
63,0:19:43,0:19:56,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_63.mp4,2025NattyGame_,.mp4,2026-03-17,
64,0:20:01,0:20:12,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_64.mp4,2025NattyGame_,.mp4,2026-03-17,
65,0:20:25,0:20:32,Extra Point,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_65.mp4,2025NattyGame_,.mp4,2026-03-17,
66,0:20:43,0:20:51,Extra Point,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_66.mp4,2025NattyGame_,.mp4,2026-03-17,
67,0:21:08,0:21:17,Kickoff,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_67.mp4,2025NattyGame_,.mp4,2026-03-17,
68,0:21:29,0:21:40,Kickoff,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_68.mp4,2025NattyGame_,.mp4,2026-03-17,
69,0:21:47,0:22:04,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_69.mp4,2025NattyGame_,.mp4,2026-03-17,
70,0:22:06,0:22:22,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_70.mp4,2025NattyGame_,.mp4,2026-03-17,
71,0:23:04,0:23:19,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_71.mp4,2025NattyGame_,.mp4,2026-03-17,
72,0:23:23,0:23:38,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_72.mp4,2025NattyGame_,.mp4,2026-03-17,
74,0:24:05,0:24:17,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_74.mp4,2025NattyGame_,.mp4,2026-03-17,
75,0:24:23,0:24:37,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_75.mp4,2025NattyGame_,.mp4,2026-03-17,
76,0:24:21,0:24:55,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_76.mp4,2025NattyGame_,.mp4,2026-03-17,
77,0:25:04,0:25:20,Punt,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_77.mp4,2025NattyGame_,.mp4,2026-03-17,
78,0:25:28,0:25:38,Punt,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_78.mp4,2025NattyGame_,.mp4,2026-03-17,
79,0:25:45,0:26:00,Run,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_79.mp4,2025NattyGame_,.mp4,2026-03-17,
80,0:26:04,0:26:16,Run,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_80.mp4,2025NattyGame_,.mp4,2026-03-17,
81,0:26:23,0:26:32,Pass,Sideline,FALSE,rooski2025Natty.mp4,2025NattyGame_81.mp4,2025NattyGame_,.mp4,2026-03-17,
82,0:26:36,0:26:46,Pass,Endzone,FALSE,rooski2025Natty.mp4,2025NattyGame_82.mp4,2025NattyGame_,.mp4,2026-03-17,
83,0:26:54,0:27:09,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_83.mp4,2025NattyGame_,.mp4,2026-03-17,
84,0:27:15,0:27:30,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_84.mp4,2025NattyGame_,.mp4,2026-03-17,
85,0:27:39,0:27:52,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_85.mp4,2025NattyGame_,.mp4,2026-03-17,
86,0:28:01,0:28:14,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_86.mp4,2025NattyGame_,.mp4,2026-03-17,
87,0:28:21,0:28:34,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_87.mp4,2025NattyGame_,.mp4,2026-03-17,
88,0:28:43,0:28:55,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_88.mp4,2025NattyGame_,.mp4,2026-03-17,
89,0:29:01,0:29:14,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_89.mp4,2025NattyGame_,.mp4,2026-03-17,
90,0:29:18,0:29:34,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_90.mp4,2025NattyGame_,.mp4,2026-03-17,
91,0:29:40,0:29:54,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_91.mp4,2025NattyGame_,.mp4,2026-03-17,
92,0:30:00,0:30:12,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_92.mp4,2025NattyGame_,.mp4,2026-03-17,
93,0:30:18,0:30:30,RPO,S,FALSE,rooski2025Natty.mp4,2025NattyGame_93.mp4,2025NattyGame_,.mp4,2026-03-17,
94,0:30:35,0:30:48,RPO,E,FALSE,rooski2025Natty.mp4,2025NattyGame_94.mp4,2025NattyGame_,.mp4,2026-03-17,
95,0:30:54,0:31:05,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_95.mp4,2025NattyGame_,.mp4,2026-03-17,
96,0:31:14,0:31:22,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_96.mp4,2025NattyGame_,.mp4,2026-03-17,
97,0:31:27,0:31:39,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_97.mp4,2025NattyGame_,.mp4,2026-03-17,
98,0:31:44,0:31:55,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_98.mp4,2025NattyGame_,.mp4,2026-03-17,
99,0:32:09,0:32:18,Extra Point,S,FALSE,rooski2025Natty.mp4,2025NattyGame_99.mp4,2025NattyGame_,.mp4,2026-03-17,
100,0:32:27,0:32:35,Extra Point,E,FALSE,rooski2025Natty.mp4,2025NattyGame_100.mp4,2025NattyGame_,.mp4,2026-03-17,
101,0:32:57,0:33:04,Kick off,S,FALSE,rooski2025Natty.mp4,2025NattyGame_101.mp4,2025NattyGame_,.mp4,2026-03-17,
102,0:33:17,0:33:27,Kick off,E,FALSE,rooski2025Natty.mp4,2025NattyGame_102.mp4,2025NattyGame_,.mp4,2026-03-17,
103,0:33:36,0:33:47,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_103.mp4,2025NattyGame_,.mp4,2026-03-17,
104,0:33:52,0:34:04,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_104.mp4,2025NattyGame_,.mp4,2026-03-17,
105,0:34:12,0:34:27,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_105.mp4,2025NattyGame_,.mp4,2026-03-17,
106,0:34:32,0:34:44,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_106.mp4,2025NattyGame_,.mp4,2026-03-17,
107,0:34:50,0:35:03,[unclear],S,FALSE,rooski2025Natty.mp4,2025NattyGame_107.mp4,2025NattyGame_,.mp4,2026-03-17,
108,0:35:07,0:35:18,[unclear],E,FALSE,rooski2025Natty.mp4,2025NattyGame_108.mp4,2025NattyGame_,.mp4,2026-03-17,
109,0:35:27,0:35:41,Punt,S,FALSE,rooski2025Natty.mp4,2025NattyGame_109.mp4,2025NattyGame_,.mp4,2026-03-17,
110,0:35:45,0:35:47,Punt,E,FALSE,rooski2025Natty.mp4,2025NattyGame_110.mp4,2025NattyGame_,.mp4,2026-03-17,
111,0:36:08,0:36:18,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_111.mp4,2025NattyGame_,.mp4,2026-03-17,
112,0:36:22,0:36:32,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_112.mp4,2025NattyGame_,.mp4,2026-03-17,
113,0:36:38,0:36:52,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_113.mp4,2025NattyGame_,.mp4,2026-03-17,
114,0:36:56,0:37:09,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_114.mp4,2025NattyGame_,.mp4,2026-03-17,
115,0:37:15,0:37:27,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_115.mp4,2025NattyGame_,.mp4,2026-03-17,
116,0:37:30,0:37:40,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_116.mp4,2025NattyGame_,.mp4,2026-03-17,
117,0:37:46,0:38:04,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_117.mp4,2025NattyGame_,.mp4,2026-03-17,
118,0:38:09,0:38:24,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_118.mp4,2025NattyGame_,.mp4,2026-03-17,
119,0:38:30,0:38:45,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_119.mp4,2025NattyGame_,.mp4,2026-03-17,
120,0:38:49,0:39:04,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_120.mp4,2025NattyGame_,.mp4,2026-03-17,
121,0:39:16,0:39:25,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_121.mp4,2025NattyGame_,.mp4,2026-03-17,
122,0:39:30,0:39:46,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_122.mp4,2025NattyGame_,.mp4,2026-03-17,
123,0:39:53,0:40:07,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_123.mp4,2025NattyGame_,.mp4,2026-03-17,
124,0:40:13,0:40:24,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_124.mp4,2025NattyGame_,.mp4,2026-03-17,
125,0:40:30,0:40:42,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_125.mp4,2025NattyGame_,.mp4,2026-03-17,
126,0:40:46,0:40:58,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_126.mp4,2025NattyGame_,.mp4,2026-03-17,
127,0:41:05,0:41:20,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_127.mp4,2025NattyGame_,.mp4,2026-03-17,
128,0:41:29,0:41:41,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_128.mp4,2025NattyGame_,.mp4,2026-03-17,
129,0:41:48,0:42:06,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_129.mp4,2025NattyGame_,.mp4,2026-03-17,
130,0:42:11,0:42:27,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_130.mp4,2025NattyGame_,.mp4,2026-03-17,
131,0:42:35,0:42:42,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_131.mp4,2025NattyGame_,.mp4,2026-03-17,
132,0:42:46,0:42:57,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_132.mp4,2025NattyGame_,.mp4,2026-03-17,
133,0:43:04,0:43:19,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_133.mp4,2025NattyGame_,.mp4,2026-03-17,
134,0:43:21,0:43:37,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_134.mp4,2025NattyGame_,.mp4,2026-03-17,
135,0:43:51,0:43:57,Extra Point,S,FALSE,rooski2025Natty.mp4,2025NattyGame_135.mp4,2025NattyGame_,.mp4,2026-03-17,
136,0:44:09,0:44:15,Extra Point,E,FALSE,rooski2025Natty.mp4,2025NattyGame_136.mp4,2025NattyGame_,.mp4,2026-03-17,
137,0:44:32,0:44:43,Kick off,S,FALSE,rooski2025Natty.mp4,2025NattyGame_137.mp4,2025NattyGame_,.mp4,2026-03-17,
138,0:44:58,0:45:08,Kick off,E,FALSE,rooski2025Natty.mp4,2025NattyGame_138.mp4,2025NattyGame_,.mp4,2026-03-17,
139,0:45:16,0:45:29,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_139.mp4,2025NattyGame_,.mp4,2026-03-17,
140,0:45:33,0:45:39,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_140.mp4,2025NattyGame_,.mp4,2026-03-17,
141,0:45:50,0:46:00,Kick off,S,FALSE,rooski2025Natty.mp4,2025NattyGame_141.mp4,2025NattyGame_,.mp4,2026-03-17,
142,0:46:10,0:46:19,Kick off,E,FALSE,rooski2025Natty.mp4,2025NattyGame_142.mp4,2025NattyGame_,.mp4,2026-03-17,
143,0:46:28,0:46:42,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_143.mp4,2025NattyGame_,.mp4,2026-03-17,
144,0:46:48,0:46:55,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_144.mp4,2025NattyGame_,.mp4,2026-03-17,
145,0:47:02,0:47:16,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_145.mp4,2025NattyGame_,.mp4,2026-03-17,
146,0:47:20,0:47:36,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_146.mp4,2025NattyGame_,.mp4,2026-03-17,
147,0:47:44,0:47:53,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_147.mp4,2025NattyGame_,.mp4,2026-03-17,
148,0:48:04,0:48:10,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_148.mp4,2025NattyGame_,.mp4,2026-03-17,
149,0:48:17,0:48:26,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_149.mp4,2025NattyGame_,.mp4,2026-03-17,
150,0:48:30,0:48:41,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_150.mp4,2025NattyGame_,.mp4,2026-03-17,
151,0:48:49,0:48:55,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_151.mp4,2025NattyGame_,.mp4,2026-03-17,
152,0:49:01,0:49:08,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_152.mp4,2025NattyGame_,.mp4,2026-03-17,
153,0:49:22,0:49:30,Extra Point,S,FALSE,rooski2025Natty.mp4,2025NattyGame_153.mp4,2025NattyGame_,.mp4,2026-03-17,
154,0:49:41,0:49:50,Extra Point,E,FALSE,rooski2025Natty.mp4,2025NattyGame_154.mp4,2025NattyGame_,.mp4,2026-03-17,
155,0:50:04,0:50:17,Kick off,S,FALSE,rooski2025Natty.mp4,2025NattyGame_155.mp4,2025NattyGame_,.mp4,2026-03-17,
156,0:50:28,0:50:39,Kick off,E,FALSE,rooski2025Natty.mp4,2025NattyGame_156.mp4,2025NattyGame_,.mp4,2026-03-17,
157,0:50:47,0:50:58,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_157.mp4,2025NattyGame_,.mp4,2026-03-17,
158,0:51:01,0:51:13,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_158.mp4,2025NattyGame_,.mp4,2026-03-17,
159,0:51:20,0:51:28,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_159.mp4,2025NattyGame_,.mp4,2026-03-17,
160,0:51:53,0:52:07,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_160.mp4,2025NattyGame_,.mp4,2026-03-17,
161,0:52:11,0:52:26,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_161.mp4,2025NattyGame_,.mp4,2026-03-17,
162,0:52:33,0:52:44,fall Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_162.mp4,2025NattyGame_,.mp4,2026-03-17,
163,0:52:53,0:53:02,fall Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_163.mp4,2025NattyGame_,.mp4,2026-03-17,
164,0:53:11,0:53:22,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_164.mp4,2025NattyGame_,.mp4,2026-03-17,
165,0:53:26,0:53:37,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_165.mp4,2025NattyGame_,.mp4,2026-03-17,
166,0:53:41,0:53:53,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_166.mp4,2025NattyGame_,.mp4,2026-03-17,
167,0:53:57,0:54:09,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_167.mp4,2025NattyGame_,.mp4,2026-03-17,
168,0:54:16,0:54:27,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_168.mp4,2025NattyGame_,.mp4,2026-03-17,
169,0:54:31,0:54:42,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_169.mp4,2025NattyGame_,.mp4,2026-03-17,
170,0:54:49,0:55:04,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_170.mp4,2025NattyGame_,.mp4,2026-03-17,
171,0:55:08,0:55:24,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_171.mp4,2025NattyGame_,.mp4,2026-03-17,
172,0:55:33,0:55:42,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_172.mp4,2025NattyGame_,.mp4,2026-03-17,
173,0:55:46,0:55:58,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_173.mp4,2025NattyGame_,.mp4,2026-03-17,
174,0:56:05,0:56:19,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_174.mp4,2025NattyGame_,.mp4,2026-03-17,
175,0:56:23,0:56:38,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_175.mp4,2025NattyGame_,.mp4,2026-03-17,
176,0:56:47,0:56:59,Field Goal,S,FALSE,rooski2025Natty.mp4,2025NattyGame_176.mp4,2025NattyGame_,.mp4,2026-03-17,
177,0:57:11,0:57:21,Field Goal,E,FALSE,rooski2025Natty.mp4,2025NattyGame_177.mp4,2025NattyGame_,.mp4,2026-03-17,
178,0:57:29,0:57:50,Kick off,S,FALSE,rooski2025Natty.mp4,2025NattyGame_178.mp4,2025NattyGame_,.mp4,2026-03-17,
179,0:58:04,0:58:14,Kick off,E,FALSE,rooski2025Natty.mp4,2025NattyGame_179.mp4,2025NattyGame_,.mp4,2026-03-17,
180,0:58:19,0:58:28,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_180.mp4,2025NattyGame_,.mp4,2026-03-17,
181,0:58:35,0:58:44,Run,E,FALSE,rooski2025Natty.mp4,2025NattyGame_181.mp4,2025NattyGame_,.mp4,2026-03-17,
182,0:58:52,0:59:01,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_182.mp4,2025NattyGame_,.mp4,2026-03-17,
183,0:59:07,0:59:20,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_183.mp4,2025NattyGame_,.mp4,2026-03-17,
184,0:59:27,0:59:41,Pass,S,FALSE,rooski2025Natty.mp4,2025NattyGame_184.mp4,2025NattyGame_,.mp4,2026-03-17,
185,0:59:47,1:00:03,Pass,E,FALSE,rooski2025Natty.mp4,2025NattyGame_185.mp4,2025NattyGame_,.mp4,2026-03-17,
186,1:00:10,1:00:23,Run,S,FALSE,rooski2025Natty.mp4,2025NattyGame_186.mp4,2025NattyGame_,.mp4,2026-03-17,
