Video Name:,Hitch9to15,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,
1,"QB,10","LT,1","LG,8","C,14","RG,2","RT,8","TE1,0","TE2,5",,,,
16,"DE1,9","DT,15","DE2,16","OLB1,11","OLB2,6","LB1,10","LB2,8","CB1,12","CB2,2","CB3,8","CB4,7","SAF,5"
17,"QB,11","RB,5","LT,12","LG,9","C,8","RG,4","RT,2",,,,,
17,"DE1,7","DT,6","DE2,10","OLB1,3","OLB2,[?]","LB,0","SAF,1",,,,,
18,"QB,17","RB,18","WR1,10","WR2,1","WR3,0","LT,20","LG,21","C,13","RG,11","RT,19","TE,2",
18,"DE1,8","DT1,5","DT2,15","DE2,7","LB1,16","LB2,19","LB3,12","CB1,14","CB2,4","CB3,3","SAF,6",
20,"QB,9","WR1,1","WR2,2","WR3,0","LT,11","LG,17","C,14","RG,21","RT,20","TE1,19","TE2,8",
20,"DE1,16","DT1,4","DT2,10","DE2,6","LB1,15","LB2,13","SAF,18","CB1,12","CB2,5","CB3,3","SAF,7",
22,"QB,14","RB,21","WR1,2","WR2,1","WR3,0","LT,19","LG,18","C,17","RG,16","RT,11","TE,20",
22,"DE1,13","DT1,9","DT2,10","DE2,3","LB1,15","LB2,4","CB1,7","CB2,5","CB3,8","SAF1,12","SAF2,6",
24,"QB,16","RB,13","WR1,0","WR2,4","WR3,1","LT,17","LG,21","C,19","RG,15","RT,20","TE,8",
24,"DE1,5","DT1,18","DT2,14","DE2,10","LB1,9","LB2,3","CB1,7","CB2,6","CB3,4","SAF1,2","SAF2,12",
26,"QB,16","RB,19","WR1,3","WR2,2","WR3,4","WR4,0","LT,4","LG,21","C,13","RG,18","RT,20",
26,"DE1,8","DT1,0","DT2,9","DE2,1","LB1,12","LB2,15","CB1,5","CB2,6","CB3,17","SAF1,7","SAF2,11",
28,"QB,13","RB,17","WR1,2","WR2,16","WR3,8","WR4,18","LT,19","LG,15","C,9","RG,20","RT,21",
28,"DE1,11","DT,14","DE2,11","OLB1,7","OLB2,0","LB,3","CB1,5","CB2,12","CB3,6","CB4,10","SAF,4",
30,"QB,13","RB,4","HB,2","WR1,19","WR2,10","WR3,0","LT,12","LG,21","C,20","RG,18","RT,15",
30,"DE1,3","DT1,14","DT2,16","DE2,8","LB1,5","LB2,11","SAF,6","CB1,17","CB2,7","CB3,1","SAF,9",
32,"QB,14","RB,5","WR1,0","WR2,16","WR3,13","WR4,11","LT,7","LG,21","C,20","RG,3","RT,10",
32,"DE1,17","DT1,6","DT2,4","DE2,2","LB1,12","LB2,9","CB1,1","CB2,15","CB3,19","SAF1,8","SAF2,18",
34,"QB,13","RB,15","WR1,0","WR2,3","WR3,1","WR4,4","LT,9","LG,12","C,19","RG,21","RT,20",
34,"DE1,16","DT1,17","DT2,18","DE2,6","LB1,14","LB2,11","CB1,2","CB2,8","CB3,5","CB4,7","SAF,10",
36,"QB,7","RB,10","WR1,0","WR2,2","LT,19","LG,12","C,20","RG,16","RT,4","TE1,13","TE2,1",
36,"DE1,6","DT1,18","DT2,5","DE2,15","LB1,3","LB2,14","CB1,9","CB2,11","SAF1,8","SAF2,17",,
38,"QB,18","RB,2","WR1,3","WR2,7","WR3,10","LT,15","LG,[?]","C,14","RG,[?]","RT,19","TE,12",
38,"DE1,17","DT1,16","DT2,13","DE2,11","LB1,4","LB2,8","LB3,9","CB1,6","CB2,5","CB3,1","SAF,0",
40,"QB,8","WR1,15","WR2,18","WR3,4","WR4,2","WR5,0","LT,17","LG,16","C,19","RG,20","RT,6",
40,"DE1,21","DT1,14","DT2,12","DE2,5","LB1,13","LB2,1","CB1,10","CB2,9","CB3,7","SAF1,11","SAF2,3",
42,"QB,12","RB,6","WR1,16","WR2,1","WR3,0","LT,3","LG,14","C,18","RG,[?]","RT,8","TE,7",
42,"DE1,17","DT,19","DE2,15","OLB1,20","OLB2,5","LB1,9","LB2,4","CB1,13","CB2,5","SAF1,2","SAF2,11",
44,"QB,13","RB,11","WR1,1","WR2,4","WR3,2","LT,17","LG,16","C,15","RG,20","RT,5","TE,8",
44,"DE1,18","DT,19","DE2,9","OLB1,7","OLB2,0","LB1,12","LB2,6","CB1,10","CB2,3","SAF,14",,
46,"QB,6","RB,11","HB,5","WR1,0","WR2,19","LT,18","LG,21","C,17","RG,20","RT,14","TE,15",
46,"DE1,4","DT1,8","DT2,16","DE2,3","LB1,1","LB2,2","SAF,10","CB1,9","CB2,7","SAF1,12","SAF2,13",
48,"QB,5","RB,1","WR1,0","WR2,11","WR3,6","LT,13","LG,18","C,19","RG,20","RT,21","TE,8",
48,"DE1,9","DT1,12","DT2,7","DE2,4","LB1,17","LB2,3","SAF,14","CB1,16","CB2,10","CB3,15","SAF,2",
50,"QB,16","RB,15","WR1,7","WR2,2","WR3,1","WR4,0","LT,19","LG,21","C,11","RG,18","RT,4",
50,"DE1,3","DT1,12","DT2,6","DE2,8","LB1,14","LB2,10","CB1,17","CB2,13","CB3,9","CB4,5","SAF,20",
52,"QB,11","WR1,5","WR2,2","WR3,0","LT,19","LG,21","C,15","RG,14","RT,20","TE1,9","TE2,4",
52,"DE1,8","DT1,16","DT2,17","DE2,3","LB1,7","LB2,13","SAF,10","CB1,12","CB2,18","CB3,1","SAF,6",
54,"QB,17","RB,15","WR1,7","WR2,2","WR3,0","WR4,1","LT,4","LG,11","C,21","RG,20","RT,5",
54,"DE1,19","DT1,9","DT2,6","DE2,3","LB1,13","LB2,14","CB1,16","CB2,18","CB3,10","CB4,8","SAF,12",
56,"QB,14","RB,18","WR1,0","WR2,1","WR3,2","WR4,11","LT,10","LG,21","C,20","RG,19","RT,13",
56,"DE1,7","DT1,9","DT2,4","DE2,6","LB1,8","LB2,16","CB1,3","CB2,5","CB3,15","CB4,17","SAF,12",
58,"QB,16","RB,19","WR1,2","WR2,1","WR3,0","WR4,11","LT,3","LG,14","C,17","RG,21","RT,20",
58,"DE1,7","DT1,10","DT2,4","DE2,8","LB1,13","LB2,12","CB1,5","CB2,9","CB3,6","CB4,18","SAF,15",
60,"QB,[?]","RB,0","WR1,3","WR2,7","WR3,6","LT,15","LG,16","C,14","RG,[?]","RT,12","TE,2",
60,"DE1,13","DT1,[?]","DT2,17","DE2,2","LB1,4","LB2,5","CB1,1","CB2,8","CB3,11","CB4,9","SAF,10",
62,"QB,14","RB,5","WR1,0","WR2,12","WR3,10","LT,7","LG,20","C,18","RG,11","RT,2","TE,6",
62,"DE1,4","DT1,13","DT2,15","DT3,21","DE2,1","LB1,19","LB2,8","CB1,3","CB2,17","CB3,16","SAF,7",
64,"QB,18","RB,2","WR1,0","WR2,1","WR3,5","LT,13","LG,19","C,10","RG,20","RT,21","TE,15",
64,"DE1,17","DT1,12","DT2,16","DE2,8","LB1,11","LB2,14","CB1,4","CB2,9","SAF1,3","SAF2,7",,
66,"QB,19","RB,11","WR1,3","WR2,2","WR3,1","WR4,0","LT,5","LG,17","C,20","RG,21","RT,4",
66,"DE1,16","DT1,18","DT2,13","DE2,9","LB1,12","LB2,6","CB1,8","CB2,14","CB3,10","CB4,7","SAF,15",
68,"QB,14","RB,16","WR1,0","WR2,2","WR3,1","WR4,5","LT,8","LG,15","C,20","RG,12","RT,19",
68,"DE1,3","DT1,6","DT2,21","DE2,9","LB1,11","LB2,18","CB1,4","CB2,17","SAF1,10","SAF2,13",,
70,"QB,16","RB,18","WR1,1","WR2,0","WR3,2","LT,4","LG,19","C,14","RG,20","RT,21","TE,17",
70,"DE1,7","DT1,12","DT2,5","DE2,9","LB1,11","LB2,15","CB1,8","CB2,3","CB3,13","SAF1,10","SAF2,6",
72,"QB,17","RB,15","WR1,1","WR2,4","WR3,2","WR4,0","LT,18","LG,19","C,20","RG,21","RT,13",
72,"DE1,14","DT1,16","DT2,10","DE2,3","LB,12","SAF,7","CB1,11","CB2,9","CB3,8","SAF1,6","SAF2,5",
74,"QB,17","RB,21","WR1,3","WR2,1","WR3,9","WR4,0","LT,19","LG,18","C,15","RG,20","RT,13",
74,"DE1,7","DT1,16","DT2,14","DE2,12","LB,11","CB1,6","CB2,4","CB3,8","CB4,2","SAF1,5","SAF2,10",
76,"QB,15","RB,2","WR1,10","WR2,1","LT,21","LG,20","C,16","RG,14","RT,19","TE1,4","TE2,0",
76,"DE1,3","DT1,7","DT2,13","DE2,6","OLB,8","LB1,12","LB2,9","SAF,5","CB1,18","CB2,8","CB3,17","CB4,11"
78,"QB,1","RB,3","WR1,0","WR2,7","WR3,9","LT,12","LG,18","C,20","RG,21","RT,19","TE,2",
78,"DE1,4","DT1,8","DT2,5","DE2,13","LB1,17","LB2,14","CB1,11","CB2,16","CB3,15","SAF1,6","SAF2,10",
80,"QB,16","RB,15","WR1,1","WR2,0","LT,20","LG,18","C,11","RG,17","RT,21","TE,17",,
80,"DE1,6","DT1,3","DT2,8","DE2,5","LB1,4","LB2,9","CB1,6","CB2,14","CB3,12","CB4,10","SAF1,13","SAF2,2"
82,"QB,20","RB,8","WR1,0","WR2,1","WR3,3","LT,2","LG,21","C,19","RG,17","RT,14","TE,4",
82,"DE1,7","DT1,18","DT2,11","DE2,12","LB1,13","LB2,9","CB1,5","CB2,6","CB3,10","SAF1,16","SAF2,15",
