Video Name:,OnsideKickRecovery,,,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,,,
6,"Kicker,11","Left_Coverage1,4","Left_Coverage2,3","Left_Coverage3,6","Left_Coverage4,8","Right_Coverage1,2","Right_Coverage2,7","Right_Coverage3,5","Right_Coverage4,1","Right_Coverage5,0","Right_Coverage6,9",,,
6,"Onside_Recovery_Front1,14","Onside_Recovery_Front2,[?]","Onside_Recovery_Front3,16","Onside_Recovery_Front4,15","Onside_Recovery_Support1,10","Onside_Recovery_Support2,12","Onside_Recovery_Support3,[?]","Onside_Recovery_Support4,[?]","Onside_Recovery_Support5,13","Kick_Returner1,[?]","Kick_Returner2,[?]",,,
7,"Kicker,13","Left_Coverage1,8","Left_Coverage2,16","Left_Coverage3,13","Left_Coverage4,14","Right_Coverage1,11","Right_Coverage2,7","Right_Coverage3,17","Right_Coverage4,21","Right_Coverage5,18","Right_Coverage6,15",,,
7,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,4","Onside_Recovery_Front3,3","Onside_Recovery_Front4,9","Onside_Recovery_Front5,12","Onside_Recovery_Support1,0","Onside_Recovery_Support2,6","Onside_Recovery_Support3,5","Onside_Recovery_Support4,2","Onside_Recovery_Support5,10",,,,
8,"Kicker,2","Left_Coverage1,19","Left_Coverage2,21","Left_Coverage3,14","Left_Coverage4,10","Right_Coverage1,15","Right_Coverage2,18","Right_Coverage3,7","Right_Coverage4,16","Right_Coverage5,11","Right_Coverage6,20",,,
8,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,17","Onside_Recovery_Front3,6","Onside_Recovery_Front4,12","Onside_Recovery_Front5,4","Onside_Recovery_Front6,9","Onside_Recovery_Front7,8","Onside_Recovery_Front8,13","Onside_Recovery_Front9,0","Onside_Recovery_Front10,3","Onside_Recovery_Support1,5",,,
9,"Kicker,15","Left_Coverage1,0","Left_Coverage2,2","Left_Coverage3,3","Left_Coverage4,5","Left_Coverage5,7","Right_Coverage1,8","Right_Coverage2,13","Right_Coverage3,12","Right_Coverage4,17","Right_Coverage5,[?]",,,
9,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,4","Onside_Recovery_Front3,9","Onside_Recovery_Front4,16","Onside_Recovery_Front5,11","Onside_Recovery_Front6,14","Onside_Recovery_Front7,18","Onside_Recovery_Front8,19","Onside_Recovery_Support1,6","Onside_Recovery_Support2,10",,,,
10,"Kicker,15","Left_Coverage1,7","Left_Coverage2,13","Left_Coverage3,6","Left_Coverage4,5","Left_Coverage5,11","Right_Coverage1,1","Right_Coverage2,3","Right_Coverage3,4","Right_Coverage4,9","Right_Coverage5,16",,,
10,"Onside_Recovery_Front1,[?]","Onside_Recovery_Front2,17","Onside_Recovery_Front3,2","Onside_Recovery_Front4,[?]","Onside_Recovery_Front5,[?]","Onside_Recovery_Front6,8","Onside_Recovery_Front7,12","Onside_Recovery_Front8,[?]","Onside_Recovery_Support1,10","Onside_Recovery_Support2,14","Kick_Returner,0",,,
11,"Kicker,5","Left_Coverage1,13","Left_Coverage2,11","Left_Coverage3,6","Left_Coverage4,14","Left_Coverage5,4","Right_Coverage1,8","Right_Coverage2,12","Right_Coverage3,15","Right_Coverage4,16","Right_Coverage5,9",,,
11,"Onside_Recovery_Front1,2","Onside_Recovery_Front2,1","Onside_Recovery_Front3,3","Onside_Recovery_Front4,10","Onside_Recovery_Front5,7","Onside_Recovery_Front6,0",,,,,,,,
12,"Kicker,13","Left_Coverage1,3","Left_Coverage2,6","Left_Coverage3,[?]","Left_Coverage4,[?]","Right_Coverage1,1","Right_Coverage2,4","Right_Coverage3,2","Right_Coverage4,12","Right_Coverage5,8",,,,
12,"Onside_Recovery_Front1,11","Onside_Recovery_Front2,7","Onside_Recovery_Front3,0","Onside_Recovery_Front4,[?]","Onside_Recovery_Front5,16","Onside_Recovery_Front6,5","Onside_Recovery_Support1,15","Onside_Recovery_Support2,3","Onside_Recovery_Support3,14","Kick_Returner1,10","Kick_Returner2,[?]",,,
13,"Kicker,3","Left_Coverage1,1","Left_Coverage2,2","Left_Coverage3,0","Left_Coverage4,8","Left_Coverage5,6","Right_Coverage1,5","Right_Coverage2,13","Right_Coverage3,7","Right_Coverage4,15","Right_Coverage5,14",,,
13,"Onside_Recovery_Front1,9","Onside_Recovery_Front2,4","Onside_Recovery_Front3,11","Onside_Recovery_Front4,12","Onside_Recovery_Front5,10",,,,,,,,,
14,"Kicker,14","Left_Coverage1,[?]","Left_Coverage2,16","Left_Coverage3,[?]","Left_Coverage4,9","Left_Coverage5,12","Right_Coverage1,11","Right_Coverage2,4","Right_Coverage3,10","Right_Coverage4,15","Right_Coverage5,[?]",,,
14,"Onside_Recovery_Front1,7","Onside_Recovery_Front2,5","Onside_Recovery_Front3,8","Onside_Recovery_Front4,6","Onside_Recovery_Front5,3","Onside_Recovery_Support1,[?]","Onside_Recovery_Support2,13","Onside_Recovery_Support3,17","Onside_Recovery_Support4,2","Kick_Returner1,1","Kick_Returner2,0",,,
15,"Kicker,12","Left_Coverage1,6","Left_Coverage2,8","Left_Coverage3,18","Left_Coverage4,14","Left_Coverage5,19","Right_Coverage1,5",,,,,,,
15,"Onside_Recovery_Front1,10","Onside_Recovery_Front2,16","Onside_Recovery_Front3,[?]","Onside_Recovery_Front4,[?]","Onside_Recovery_Support1,3","Onside_Recovery_Support2,2","Onside_Recovery_Support3,1","Onside_Recovery_Support4,4","Onside_Recovery_Support5,7","Onside_Recovery_Support6,9","Kick_Returner1,0","Kick_Returner2,4","Kick_Returner3,15","Kick_Returner4,13"
16,"Kicker,6","Left_Coverage1,[?]","Left_Coverage2,[?]","Left_Coverage3,4","Left_Coverage4,15","Left_Coverage5,11","Right_Coverage1,13","Right_Coverage2,8","Right_Coverage3,9","Right_Coverage4,2","Right_Coverage5,[?]",,,
16,"Onside_Recovery_Front1,14","Onside_Recovery_Front2,12","Onside_Recovery_Front3,1","Onside_Recovery_Front4,10","Onside_Recovery_Front5,0","Onside_Recovery_Front6,5","Onside_Recovery_Support1,[?]","Onside_Recovery_Support2,16","Onside_Recovery_Support3,3","Onside_Recovery_Support4,[?]","Kick_Returner,7",,,
17,"Kicker,8","Left_Coverage1,0","Left_Coverage2,1","Left_Coverage3,4","Left_Coverage4,3","Left_Coverage5,11","Right_Coverage1,13","Right_Coverage2,15","Right_Coverage3,14","Right_Coverage4,12",,,,
17,"Onside_Recovery_Front1,6","Onside_Recovery_Front2,2","Onside_Recovery_Front3,7","Onside_Recovery_Front4,9","Onside_Recovery_Support1,5","Onside_Recovery_Support2,10",,,,,,,,
18,"Kicker,14","Left_Coverage1,[?]","Left_Coverage2,2","Left_Coverage3,[?]","Left_Coverage4,[?]","Left_Coverage5,15","Right_Coverage1,6","Right_Coverage2,12","Right_Coverage3,9","Right_Coverage4,2","Right_Coverage5,10",,,
18,"Onside_Recovery_Front1,7","Onside_Recovery_Front2,4","Onside_Recovery_Front3,3","Onside_Recovery_Front4,13","Onside_Recovery_Front5,11","Onside_Recovery_Front6,8","Onside_Recovery_Support1,1","Onside_Recovery_Support2,0","Onside_Recovery_Support3,5",,,,,
19,"Kicker,[?]","Left_Coverage1,[?]","Left_Coverage2,[?]","Left_Coverage3,[?]","Left_Coverage4,[?]","Left_Coverage5,[?]","Right_Coverage1,[?]","Right_Coverage2,[?]","Right_Coverage3,[?]","Right_Coverage4,[?]","Right_Coverage5,[?]",,,
19,"Onside_Recovery_Front1,7","Onside_Recovery_Front2,2","Onside_Recovery_Front3,[?]","Onside_Recovery_Front4,2","Onside_Recovery_Front5,3","Onside_Recovery_Support1,0","Onside_Recovery_Support2,1","Onside_Recovery_Support3,5","Onside_Recovery_Support4,4","Kick_Returner1,[?]","Kick_Returner2,6",,,
20,"Kicker,6","Left_Coverage1,17","Left_Coverage2,4","Left_Coverage3,16","Left_Coverage4,7","Right_Coverage1,[?]","Right_Coverage2,0","Right_Coverage3,9","Right_Coverage4,1","Right_Coverage5,15","Right_Coverage6,14",,,
20,"Onside_Recovery_Front1,8","Onside_Recovery_Front2,5","Onside_Recovery_Front3,2","Onside_Recovery_Front4,[?]","Onside_Recovery_Front5,11","Onside_Recovery_Support1,13","Onside_Recovery_Support2,3","Onside_Recovery_Support3,12","Onside_Recovery_Support4,10","Kick_Returner1,18","Kick_Returner2,[?]",,,
21,"Kicker,0","Left_Coverage1,3","Left_Coverage2,14","Left_Coverage3,13","Left_Coverage4,15","Left_Coverage5,16","Right_Coverage1,8","Right_Coverage2,12","Right_Coverage3,11","Right_Coverage4,9","Right_Coverage5,6",,,
21,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,7","Onside_Recovery_Front3,4","Onside_Recovery_Front4,5","Onside_Recovery_Support1,0","Onside_Recovery_Support2,2",,,,,,,,
22,"Kicker,14","Left_Coverage1,9","Left_Coverage2,20","Left_Coverage3,21","Left_Coverage4,16","Left_Coverage5,15","Right_Coverage1,18","Right_Coverage2,7","Right_Coverage3,12","Right_Coverage4,13","Right_Coverage5,19",,,
22,"Onside_Recovery_Front1,11","Onside_Recovery_Front2,8","Onside_Recovery_Front3,17","Onside_Recovery_Front4,10","Onside_Recovery_Front5,4","Onside_Recovery_Front6,5","Onside_Recovery_Support1,1","Onside_Recovery_Support2,3","Onside_Recovery_Support3,2","Kick_Returner1,6","Kick_Returner2,0",,,
23,"Kicker,10","Left_Coverage1,6","Left_Coverage2,17","Left_Coverage3,14","Left_Coverage4,[?]","Right_Coverage1,[?]","Right_Coverage2,[?]","Right_Coverage3,[?]","Right_Coverage4,13","Right_Coverage5,12","Right_Coverage6,16",,,
23,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,3","Onside_Recovery_Front3,2","Onside_Recovery_Front4,4","Onside_Recovery_Front5,7","Onside_Recovery_Front6,8","Onside_Recovery_Front7,15","Onside_Recovery_Front8,11","Onside_Recovery_Support1,0","Onside_Recovery_Support2,5","Kick_Returner,9",,,
24,"Kicker,8","Left_Coverage1,15","Left_Coverage2,5","Left_Coverage3,[?]","Left_Coverage4,9","Right_Coverage1,16","Right_Coverage2,18","Right_Coverage3,17","Right_Coverage4,13","Right_Coverage5,3","Right_Coverage6,[?]",,,
24,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,4","Onside_Recovery_Front3,7","Onside_Recovery_Front4,10","Onside_Recovery_Front5,12","Onside_Recovery_Front6,6","Onside_Recovery_Front7,19","Onside_Recovery_Front8,0","Onside_Recovery_Support1,2","Onside_Recovery_Support2,11","Kick_Returner,14",,,
25,"Kicker,8","Left_Coverage1,11","Left_Coverage2,[?]","Left_Coverage3,[?]","Left_Coverage4,17","Right_Coverage1,13","Right_Coverage2,15","Right_Coverage3,10","Right_Coverage4,14","Right_Coverage5,18","Right_Coverage6,5",,,
25,"Onside_Recovery_Front1,0","Onside_Recovery_Front2,2","Onside_Recovery_Front3,6","Onside_Recovery_Front4,1","Onside_Recovery_Front5,7","Onside_Recovery_Front6,12","Onside_Recovery_Front7,9","Onside_Recovery_Front8,16","Onside_Recovery_Support1,4","Onside_Recovery_Support2,3",,,,
26,"Kicker,12","Left_Coverage1,[?]","Left_Coverage2,16","Left_Coverage3,14","Left_Coverage4,13","Right_Coverage1,5","Right_Coverage2,18","Right_Coverage3,[?]","Right_Coverage4,17","Right_Coverage5,15","Right_Coverage6,[?]",,,
26,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,8","Onside_Recovery_Front3,11","Onside_Recovery_Front4,7","Onside_Recovery_Front5,2","Onside_Recovery_Front6,3","Onside_Recovery_Front7,4","Onside_Recovery_Front8,0","Onside_Recovery_Support1,10","Onside_Recovery_Support2,6","Kick_Returner,9",,,
27,"Kicker,11","Left_Coverage1,13","Left_Coverage2,[?]","Left_Coverage3,14","Left_Coverage4,17","Left_Coverage5,10","Right_Coverage1,16","Right_Coverage2,18","Right_Coverage3,1","Right_Coverage4,9",,,,
27,"Onside_Recovery_Front1,4","Onside_Recovery_Front2,3","Onside_Recovery_Front3,12","Onside_Recovery_Front4,8","Onside_Recovery_Front5,2","Onside_Recovery_Front6,7","Onside_Recovery_Front7,6","Onside_Recovery_Front8,15","Onside_Recovery_Support1,0","Onside_Recovery_Support2,5",,,,
28,"Kicker,15","Left_Coverage1,[?]","Left_Coverage2,[?]","Left_Coverage3,12","Left_Coverage4,16","Right_Coverage1,6","Right_Coverage2,13","Right_Coverage3,[?]","Right_Coverage4,17","Right_Coverage5,14","Right_Coverage6,[?]",,,
28,"Onside_Recovery_Front1,9","Onside_Recovery_Front2,5","Onside_Recovery_Front3,11","Onside_Recovery_Front4,10","Onside_Recovery_Front5,2","Onside_Recovery_Front6,3","Onside_Recovery_Front7,1","Onside_Recovery_Front8,0","Onside_Recovery_Support1,8","Onside_Recovery_Support2,4","Kick_Returner,7",,,
29,"Kicker,17","Left_Coverage1,21","Left_Coverage2,20","Left_Coverage3,11","Left_Coverage4,16","Left_Coverage5,7","Left_Coverage6,19","Right_Coverage1,1","Right_Coverage2,10","Right_Coverage3,2","Right_Coverage4,0",,,
29,"Onside_Recovery_Front1,12","Onside_Recovery_Front2,9","Onside_Recovery_Front3,15","Onside_Recovery_Front4,13","Onside_Recovery_Front5,14","Onside_Recovery_Front6,5","Onside_Recovery_Front7,6","Onside_Recovery_Front8,8","Onside_Recovery_Support1,18","Onside_Recovery_Support2,3","Kick_Returner,4",,,
30,"Kicker,6","Left_Coverage1,[?]","Left_Coverage2,10","Left_Coverage3,15","Left_Coverage4,7","Left_Coverage5,12","Right_Coverage1,[?]","Right_Coverage2,14","Right_Coverage3,16","Right_Coverage4,[?]","Right_Coverage5,[?]",,,
30,"Onside_Recovery_Front1,13","Onside_Recovery_Front2,11","Onside_Recovery_Front3,8","Onside_Recovery_Front4,5","Onside_Recovery_Front5,4","Onside_Recovery_Front6,3","Onside_Recovery_Front7,9","Onside_Recovery_Support1,2","Onside_Recovery_Support2,1","Kick_Returner,0",,,,
31,"Kicker,12","Left_Coverage1,4","Left_Coverage2,1","Left_Coverage3,7","Left_Coverage4,8","Right_Coverage1,6","Right_Coverage2,13","Right_Coverage3,16","Right_Coverage4,18","Right_Coverage5,14","Right_Coverage6,17",,,
31,"Onside_Recovery_Front1,3","Onside_Recovery_Front2,5","Onside_Recovery_Front3,15","Onside_Recovery_Front4,11","Onside_Recovery_Support1,0","Onside_Recovery_Support2,9","Onside_Recovery_Support3,2","Onside_Recovery_Support4,10",,,,,,
32,"Kicker,9","Left_Coverage1,18","Left_Coverage2,15","Left_Coverage3,7","Left_Coverage4,14","Right_Coverage1,17","Right_Coverage2,16","Right_Coverage3,4","Right_Coverage4,12","Right_Coverage5,10","Right_Coverage6,0",,,
32,"Onside_Recovery_Front1,3","Onside_Recovery_Front2,2","Onside_Recovery_Front3,13","Onside_Recovery_Front4,5","Onside_Recovery_Front5,11","Onside_Recovery_Front6,6","Onside_Recovery_Support1,19","Onside_Recovery_Support2,20","Onside_Recovery_Support3,8","Onside_Recovery_Support4,1","Kick_Returner,21",,,
33,"Kicker,17","Left_Coverage1,5","Left_Coverage2,7","Left_Coverage3,4","Left_Coverage4,16","Left_Coverage5,11","Left_Coverage6,2","Right_Coverage1,15","Right_Coverage2,10","Right_Coverage3,20","Right_Coverage4,18",,,
33,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,0","Onside_Recovery_Front3,6","Onside_Recovery_Front4,8","Onside_Recovery_Front5,14","Onside_Recovery_Front6,13","Onside_Recovery_Front7,19","Onside_Recovery_Front8,12","Onside_Recovery_Support1,3","Onside_Recovery_Support2,9",,,,
34,"Kicker,[?]","Left_Coverage1,[?]","Left_Coverage2,[?]","Left_Coverage3,[?]","Left_Coverage4,[?]","Left_Coverage5,[?]","Right_Coverage1,[?]","Right_Coverage2,[?]","Right_Coverage3,[?]","Right_Coverage4,[?]","Right_Coverage5,[?]",,,
34,"Onside_Recovery_Front1,2","Onside_Recovery_Front2,6","Onside_Recovery_Front3,11","Onside_Recovery_Front4,10","Onside_Recovery_Front5,5","Onside_Recovery_Front6,7","Onside_Recovery_Front7,8","Onside_Recovery_Front8,3","Onside_Recovery_Support1,0","Onside_Recovery_Support2,4","Kick_Returner,1",,,
35,"Kicker,14","Left_Coverage1,0","Left_Coverage2,6","Left_Coverage3,10","Left_Coverage4,15","Right_Coverage1,5","Right_Coverage2,12","Right_Coverage3,9","Right_Coverage4,16","Right_Coverage5,13","Right_Coverage6,11",,,
35,"Onside_Recovery_Front1,1","Onside_Recovery_Front2,2","Onside_Recovery_Front3,3","Onside_Recovery_Front4,4","Onside_Recovery_Front5,8","Onside_Recovery_Front6,7",,,,,,,,
36,"Kicker,19","Left_Coverage1,[?]","Left_Coverage2,15","Left_Coverage3,13","Left_Coverage4,11","Left_Coverage5,17","Right_Coverage1,14","Right_Coverage2,16","Right_Coverage3,18","Right_Coverage4,9","Right_Coverage5,10",,,
36,"Onside_Recovery_Front1,5","Onside_Recovery_Front2,20","Onside_Recovery_Front3,8","Onside_Recovery_Front4,12","Onside_Recovery_Front5,6","Onside_Recovery_Front6,7","Onside_Recovery_Support1,0","Onside_Recovery_Support2,1","Onside_Recovery_Support3,2","Kick_Returner1,3","Kick_Returner2,4",,,
37,"Kicker,10","Left_Coverage1,1","Left_Coverage2,3","Left_Coverage3,4","Left_Coverage4,9","Right_Coverage1,8","Right_Coverage2,12","Right_Coverage3,14","Right_Coverage4,6","Right_Coverage5,5","Right_Coverage6,[?]",,,
37,"Onside_Recovery_Front1,0","Onside_Recovery_Front2,7","Onside_Recovery_Front3,2","Onside_Recovery_Front4,13","Onside_Recovery_Support1,11",,,,,,,,,
38,"Kicker,16","Left_Coverage1,8","Left_Coverage2,4","Left_Coverage3,0","Left_Coverage4,[?]","Right_Coverage1,6","Right_Coverage2,3","Right_Coverage3,5","Right_Coverage4,1","Right_Coverage5,2","Right_Coverage6,7",,,
38,"Onside_Recovery_Front1,11","Onside_Recovery_Front2,9","Onside_Recovery_Front3,12","Onside_Recovery_Front4,10","Onside_Recovery_Support1,[?]","Onside_Recovery_Support2,15","Onside_Recovery_Support3,14","Onside_Recovery_Support4,13","Kick_Returner1,[?]","Kick_Returner2,[?]",,,,
39,"Kicker,20","Left_Coverage1,0","Left_Coverage2,1","Left_Coverage3,8","Left_Coverage4,3","Left_Coverage5,4","Right_Coverage1,16","Right_Coverage2,9","Right_Coverage3,15","Right_Coverage4,5","Right_Coverage5,11",,,
39,"Onside_Recovery_Front1,2","Onside_Recovery_Front2,6","Onside_Recovery_Front3,10","Onside_Recovery_Front4,13","Onside_Recovery_Front5,21","Onside_Recovery_Front6,12","Onside_Recovery_Front7,14","Onside_Recovery_Front8,19","Onside_Recovery_Support1,7","Onside_Recovery_Support2,18","Kick_Returner,17",,,
40,"Kicker,15","Left_Coverage1,16","Left_Coverage2,[?]","Left_Coverage3,13","Left_Coverage4,19","Left_Coverage5,7","Right_Coverage1,12","Right_Coverage2,17","Right_Coverage3,18","Right_Coverage4,10","Right_Coverage5,[?]",,,
40,"Onside_Recovery_Front1,5","Onside_Recovery_Front2,3","Onside_Recovery_Front3,2","Onside_Recovery_Front4,14","Onside_Recovery_Front5,9","Onside_Recovery_Front6,8","Onside_Recovery_Front7,1","Onside_Recovery_Front8,6","Onside_Recovery_Support1,0","Onside_Recovery_Support2,4","Kick_Returner,11",,,
41,"Kicker,3","Left_Coverage1,6","Left_Coverage2,12","Left_Coverage3,2","Left_Coverage4,4","Left_Coverage5,8","Right_Coverage1,1","Right_Coverage2,13","Right_Coverage3,16","Right_Coverage4,10","Right_Coverage5,5",,,
41,"Onside_Recovery_Front1,0","Onside_Recovery_Front2,11","Onside_Recovery_Front3,14","Onside_Recovery_Front4,7","Onside_Recovery_Front5,15","Onside_Recovery_Front6,9",,,,,,,,
42,"Kicker,[?]","Left_Coverage1,13","Left_Coverage2,15","Left_Coverage3,12","Left_Coverage4,14","Left_Coverage5,[?]","Right_Coverage1,6","Right_Coverage2,10","Right_Coverage3,16","Right_Coverage4,8","Right_Coverage5,11",,,
42,"Onside_Recovery_Front1,4","Onside_Recovery_Front2,1","Onside_Recovery_Front3,17","Onside_Recovery_Front4,5","Onside_Recovery_Front5,[?]","Onside_Recovery_Front6,3","Onside_Recovery_Support1,0","Onside_Recovery_Support2,2","Onside_Recovery_Support3,9","Kick_Returner1,[?]","Kick_Returner2,7",,,
43,"Kicker,11","Left_Coverage1,14","Left_Coverage2,18","Left_Coverage3,[?]","Left_Coverage4,12","Left_Coverage5,7","Right_Coverage1,8","Right_Coverage2,13","Right_Coverage3,17","Right_Coverage4,16","Right_Coverage5,[?]",,,
43,"Onside_Recovery_Front1,3","Onside_Recovery_Front2,9","Onside_Recovery_Front3,15","Onside_Recovery_Front4,4","Onside_Recovery_Front5,2","Onside_Recovery_Front6,1","Onside_Recovery_Support1,10","Onside_Recovery_Support2,6","Onside_Recovery_Support3,5","Onside_Recovery_Support4,0",,,,
44,"Kicker,9","Left_Coverage1,14","Left_Coverage2,[?]","Left_Coverage3,16","Left_Coverage4,[?]","Left_Coverage5,11","Right_Coverage1,12","Right_Coverage2,15","Right_Coverage3,7","Right_Coverage4,[?]","Right_Coverage5,[?]",,,
44,"Onside_Recovery_Front1,8","Onside_Recovery_Front2,6","Onside_Recovery_Front3,13","Onside_Recovery_Front4,5","Onside_Recovery_Front5,1","Onside_Recovery_Front6,[?]","Onside_Recovery_Support1,2","Onside_Recovery_Support2,4","Onside_Recovery_Support3,0","Onside_Recovery_Support4,10","Kick_Returner,3",,,
