Video Name:,OutAndUp,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,
39,"DE1,15","DT1,17","DT2,6","DE2,3","LB1,7","LB2,13","LB3,16","CB1,8","CB2,12","CB3,9","SAF,5"
41,"QB,21","RB,4","WR,2","LT,9","LG,20","C,17","RG,12","RT,8","TE1,18","TE2,3","TE3,6"
41,"DE1,15","DT,19","DE2,13","OLB1,11","OLB2,5","LB1,7","LB2,10","SAF,14","CB1,1","CB2,16","SAF,0"
43,"QB,17","RB,18","WR1,2","WR2,1","WR3,0","LT,11","LG,19","C,20","RG,21","RT,16","TE,9"
43,"DE1,5","DT,10","DE2,12","LB1,13","LB2,8","CB1,14","CB2,15","CB3,3","SAF1,4","SAF2,7",
45,"QB,20","RB,15","WR1,4","WR2,13","LT,19","LG,21","C,16","RG,17","RT,17","TE1,18","TE2,12"
45,"DE1,1","DT1,9","DT2,0","DE2,3","LB1,6","LB2,5","SAF,10","CB1,11","CB2,8","CB3,7","SAF,2"
47,"QB,19","RB,20","WR1,13","WR2,1","WR3,0","LT,14","LG,15","C,0","RG,[?]","RT,12","TE,7"
47,"DE1,3","DT1,8","DT2,5","DE2,2","LB1,17","LB2,6","CB1,9","CB2,18","CB3,4","SAF1,11","SAF2,16"
49,"QB,19","RB,15","WR1,0","WR2,4","LT,10","LG,21","C,8","RG,20","RT,17","TE1,18","TE2,13"
49,"DE1,16","DT1,6","DT2,11","DT3,13","DE2,2","LB1,9","LB2,5","CB1,1","CB2,7","CB3,14","SAF,12"
51,"QB,18","RB,9","WR1,16","WR2,5","WR3,0","WR4,1","LT,12","LG,20","C,19","RG,21","RT,4"
51,"DE1,2","DT1,6","DT2,10","DE2,3","LB,14","CB1,13","CB2,8","CB3,7","CB4,17","CB5,15","SAF,11"
53,"QB,21","RB,17","WR1,2","WR2,5","WR3,6","WR4,3","LT,8","LG,11","C,9","RG,14","RT,7"
53,"DE1,1","DT,4","DE2,0","LB1,10","LB2,15","LB3,16","CB1,13","CB2,20","CB3,12","CB4,18","SAF,19"
55,"QB,2","RB,9","WR1,3","WR2,8","WR3,5","WR4,0","LT,20","LG,21","C,17","RG,19","RT,10"
55,"DE1,1","DT1,7","DT2,18","DE2,14","LB1,4","LB2,6","CB1,15","CB2,11","CB3,12","CB4,16","SAF,13"
57,"QB,21","RB,6","WR1,4","WR2,10","LT,19","LG,14","C,16","RG,18","RT,20","TE1,7","TE2,17"
57,"DE1,0","DT,3","DE2,8","OLB1,1","OLB2,9","LB1,12","LB2,5","SAF,11","CB1,15","CB2,13","SAF,2"
59,"QB,19","RB,17","WR1,1","WR2,8","LT,10","LG,21","C,20","RG,18","RT,13","TE1,14","TE2,0"
59,"DE1,6","DT1,2","DT2,3","DE2,4","LB1,11","LB2,12","LB3,9","SAF,16","CB1,7","CB2,15","SAF,5"
61,"QB,17","RB,16","WR1,0","WR2,9","WR3,1","LT,19","LG,18","C,20","RG,21","RT,13","TE,5"
61,"DE1,14","DT1,12","DT2,15","DE2,7","LB1,8","LB2,6","SAF,11","CB1,2","CB2,10","CB3,3","SAF,4"
63,"QB,16","RB,6","WR1,2","WR2,0","LT,13","LG,21","C,19","RG,14","RT,20","TE1,18","TE2,9"
63,"DE1,17","DT1,10","DT2,18","DT3,3","DE2,5","LB1,12","LB2,11","LB3,8","CB1,7","CB2,1","SAF,4"
65,"QB,19","RB,2","WR,0","LT,16","LG,11","C,4","RG,21","RT,17","TE1,18","TE2,13","TE3,20"
65,"DE1,14","DT1,15","DT2,3","DE2,6","OLB,9","LB1,8","LB2,1","SAF,5","CB1,10","CB2,12","SAF,7"
