Video Name:,JetSweep_,,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,,
25,"QB,20","RB,2","WR1,8","WR2,1","WR3,13","WR4,0","LT,11","LG,18","C,21","RG,16","RT,15",,
25,"DE1,5","DT,6","DE2,4","LB1,14","LB2,10","CB1,19","CB2,12","CB3,17","CB4,7","SAF1,13","SAF2,9",,
27,"QB,16","RB,5","WR1,12","WR2,7","WR3,1","LT,21","LG,17","C,20","RG,18","RT,19","TE,2",,
27,"DE1,8","DT1,4","DT2,0","DE2,[?]","LB1,6","LB2,9","SAF,11","CB1,15","CB2,13","CB3,10","SAF1,3","SAF2,14",
29,"QB,14","RB,9","WR1,0","WR2,2","WR3,1","LT,17","LG,20","C,19","RG,21","RT,18","TE,6",,
29,"DE1,10","DT1,12","DT2,7","DE2,16","LB1,18","LB2,11","CB1,13","CB2,15","CB3,3","SAF1,4","SAF2,5",,
31,"QB,15","RB,20","WR1,7","WR2,0","WR3,4","LT,18","LG,19","C,16","RG,17","RT,21","TE,5",,
31,"DE1,3","DT1,2","DT2,4","DE2,1","LB1,12","LB2,6","SAF,13","CB1,10","CB2,9","SAF1,14","SAF2,8",,
33,"QB,13","RB,2","WR1,2","WR2,17","WR3,4","WR4,0","LT,20","LG,18","C,16","RG,19","RT,8",,
33,"DE1,3","DT1,9","DT2,5","DE2,1","LB1,14","LB2,7","CB1,15","CB2,10","CB3,11","SAF1,6","SAF2,12",,
35,"QB,12","RB,2","WR1,1","WR2,0","LT,16","LG,19","C,17","RG,21","RT,20","TE1,15","TE2,9",,
35,"DE1,18","DT1,14","DT2,13","DE2,10","LB1,5","LB2,11","SAF,3","CB1,8","CB2,4","SAF1,6","SAF2,7",,
37,"QB,15","RB,4","WR1,0","WR2,1","WR3,5","LT,12","LG,18","C,17","RG,21","RT,20","TE,18",,
37,"DE1,2","DT1,8","DT2,6","DE2,3","LB1,9","LB2,11","SAF,7","CB1,3","CB2,16","CB3,14","SAF1,10","SAF2,13",
39,"QB,13","RB,3","WR1,20","WR2,1","LT,18","LG,21","C,14","RG,10","RT,19","TE1,9","TE2,12",,
39,"DE1,5","DT1,4","DT2,6","DE2,10","OLB,2","LB1,8","LB2,7","CB1,16","CB2,15","SAF1,11","SAF2,17",,
41,"QB,19","RB,20","WR1,0","WR2,11","WR3,1","LT,10","LG,16","C,18","RG,21","RT,7","TE,3",,
41,"DE1,17","DT1,13","DT2,8","DE2,5","LB1,15","LB2,4","CB1,9","CB2,6","CB3,12","SAF1,21","SAF2,14",,
43,"QB,9","RB,2","WR1,13","WR2,3","WR3,0","WR4,1","LT,15","LG,17","C,20","RG,21","RT,18",,
43,"DE1,5","DT1,16","DT2,10","DE2,8","LB1,10","LB2,6","CB1,7","CB2,14","CB3,11","CB4,4","SAF,12",,
45,"QB,16","RB,20","WR1,0","WR2,1","LT,7","LG,17","C,19","RG,21","RT,18","TE1,8","TE2,5",,
45,"DE1,9","DT1,16","DT2,15","DE2,11","LB1,3","LB2,6","CB1,4","CB2,2","CB3,10","CB4,12","SAF,13",,
47,"QB,13","RB1,15","RB2,6","WR1,2","WR2,8","WR3,0","LT,19","LG,20","C,17","RG,21","RT,18",,
47,"DE1,10","DT,14","DE2,16","LB1,1","LB2,12","SAF,4","CB1,9","CB2,11","CB3,3","SAF1,5","SAF2,7",,
49,"QB,12","RB,5","WR1,7","WR2,11","WR3,0","LT,19","LG,18","C,14","RG,21","RT,20","TE,16",,
49,"DE1,9","DT1,6","DT2,10","DE2,17","LB1,4","LB2,8","CB1,2","CB2,7","CB3,3","SAF1,15","SAF2,13",,
51,"QB,10","RB,14","WR1,1","WR2,3","WR3,2","LT,18","LG,17","C,12","RG,21","RT,19","TE,11",,
51,"DE1,15","DT1,20","DT2,16","DE2,13","LB1,8","LB2,9","SAF,4","CB1,7","CB2,0","SAF1,6","SAF2,8",,
53,"QB,19","RB,16","WR1,1","WR2,2","WR3,0","LT,10","LG,18","C,20","RG,21","RT,9","TE,5",,
53,"DE1,12","DT1,13","DT2,6","DE2,4","LB1,17","LB2,14","CB1,15","CB2,8","SAF1,7","SAF2,5",,,
55,"QB,15","RB,2","WR1,0","WR2,4","LT,21","LG,16","C,18","RG,20","RT,17","TE1,8","TE2,13",,
55,"DE1,10","DT,11","DE2,12","OLB1,4","OLB2,6","LB1,5","LB2,9","SAF,19","CB1,3","CB2,7","CB3,6","SAF,1",
57,"QB,8","RB,4","WR1,15","WR2,0","LT,10","LG,17","C,19","RG,20","RT,16","TE1,14","TE2,12",,
57,"DE1,9","DT,18","DE2,5","OLB1,1","OLB2,2","LB1,7","LB2,21","SAF,11","CB1,13","CB2,3","SAF,6",,
59,"QB,7","RB,9","WR1,4","WR2,1","LT,18","LG,21","C,10","RG,17","RT,20","TE1,13","TE2,2",,
59,"DE1,0","DT,5","DE2,6","OLB1,8","OLB2,3","LB1,16","LB2,19","SAF,14","CB1,13","CB2,3","SAF,6",,
61,"QB,14","RB,5","WR1,7","WR2,10","WR3,1","WR4,0","LT,3","LG,12","C,20","RG,[?]","RT,13",,
61,"DE1,17","DT1,15","DT2,19","DE2,[?]","LB1,9","LB2,16","CB1,12","CB2,11","SAF,15",,,,
63,"QB,16","RB1,7","RB2,8","WR1,0","WR2,12","LT,11","LG,20","C,14","RG,17","RT,19","TE,18",,
63,"DE1,1","DT1,2","DT2,4","DE2,5","LB1,3","LB2,10","SAF,15","CB1,18","CB2,6","CB3,8","SAF1,2","SAF2,14",
65,"QB,18","RB,16","WR1,3","WR2,1","WR3,0","LT,21","LG,19","C,15","RG,20","RT,14","TE,7",,
65,"DE1,11","DT,4","DE2,2","LB1,9","LB2,8","CB1,6","CB2,9","SAF1,13","SAF2,21",,,,
67,"QB,20","RB1,8","RB2,15","WR1,1","WR2,6","LT,14","LG,19","C,21","RG,7","RT,10","TE,13",,
67,"DE1,4","DT,12","DE2,18","OLB1,0","OLB2,17","LB1,11","LB2,9","CB1,13","CB2,10","CB3,5","SAF1,17","SAF2,12","SAF3,6"
69,"QB,13","RB,1","WR1,5","WR2,10","LT,19","LG,20","C,14","RG,15","RT,21","TE1,6","TE2,2",,
69,"DE1,0","DT1,9","DT2,8","DE2,3","LB1,7","LB2,4","SAF,11","CB1,2","CB2,16","CB3,5","SAF,3",,
71,"QB,12","RB,11","FB,4","WR1,0","WR2,17","LT,16","LG,20","C,21","RG,18","RT,8","TE,9",,
71,"DE1,7","DT1,14","DT2,19","DE2,15","LB1,5","LB2,2","CB1,17","CB2,16","CB3,12","SAF,18",,,
73,"QB,12","RB,16","WR1,5","WR2,8","LT,17","LG,19","C,18","RG,20","RT,21","TE1,3","TE2,2",,
73,"DE1,0","DT1,4","DT2,11","DE2,6","LB1,14","LB2,7","SAF,13","CB1,1","CB2,10","SAF1,3","SAF2,13",,
75,"QB,6","RB,15","FB,11","WR1,15","WR2,1","LT,18","LG,17","C,16","RG,20","RT,10",,,
75,"DE1,19","DT,13","DE2,7","LB1,12","LB2,8","SAF,14","CB1,11","CB2,15","CB3,10","SAF,9",,,
77,"QB,7","RB,12","WR1,14","WR2,0","LT,6","LG,18","C,15","RG,20","RT,21","TE1,17","TE2,1",,
77,"DE1,5","DT1,4","DT2,8","DE2,9","LB1,11","LB2,19","CB1,0","CB2,3","CB3,9","SAF1,2","SAF2,4",,
79,"QB,18","RB,17","WR1,5","WR2,0","WR3,1","LT,10","LG,19","C,16","RG,21","RT,9","TE,6",,
79,"DE1,13","DT,14","DE2,7","LB1,20","LB2,8","SAF,4","CB1,13","CB2,3","CB3,2","SAF1,16","SAF2,10",,
81,"QB,9","WR1,10","WR2,5","WR3,2","WR4,1","WR5,0","LT,16","LG,20","C,14","RG,15","RT,18",,
81,"DE1,12","DT1,7","DT2,17","DE2,19","LB,8","CB1,15","CB2,12","CB3,2","SAF1,11","SAF2,3",,,
83,"QB,19","RB,2","WR1,0","WR2,6","LT,21","LG,15","C,13","RG,18","RT,12","TE1,10","TE2,3",,
83,"DE1,16","DT1,20","DT2,17","DE2,14","LB1,7","LB2,11","CB1,13","CB2,11","CB3,7","SAF1,4","SAF2,3","SAF3,6",
85,"QB,15","RB1,11","RB2,8","WR1,3","WR2,2","LT,18","LG,20","C,17","RG,19","RT,13","TE,21",,
85,"DE1,9","DT,6","DE2,5","LB1,11","LB2,14","LB3,7","SAF,15","CB1,1","CB2,5","CB3,9","SAF1,4","SAF2,8",
87,"QB,18","RB,7","WR1,4","WR2,12","WR3,1","LT,11","LG,17","C,14","RG,19","RT,20","TE1,13","TE2,2",
87,"DE1,1","DT1,0","DT2,3","DE2,21","LB1,5","LB2,9","SAF,6","CB1,12","CB2,0","CB3,4","SAF,10",,
89,"QB,9","RB,5","WR1,0","WR2,1","WR3,2","LT,6","LG,16","C,15","RG,19","RT,21","TE,20",,
89,"DE1,17","DT1,13","DT2,7","DE2,10","LB1,8","LB2,12","CB1,8","CB2,16","CB3,15","SAF,10",,,
91,"QB,15","RB,19","WR1,0","WR2,1","LT,12","LG,17","C,9","RG,20","RT,11","TE1,5","TE2,4",,
91,"DE1,6","DT1,13","DT2,10","DE2,2","LB1,18","LB2,8","CB1,14","CB2,3","CB3,4","CB4,11","SAF,18",,
93,"QB,15","RB,[?]","WR1,2","WR2,1","WR3,0","LT,11","LG,17","C,15","RG,20","RT,19","TE,6",,
93,"DE1,9","DT1,14","DT2,8","DE2,7","LB1,13","LB2,10","CB1,16","CB2,14","SAF1,7","SAF2,3",,,
95,"QB,20","RB1,8","RB2,3","WR1,0","WR2,7","LT,12","LG,18","C,15","RG,19","RT,17","TE,2",,
95,"DE1,11","DT1,10","DT2,14","DE2,21","OLB,14","LB1,9","LB2,6","CB1,4","CB2,5","CB3,12","SAF1,18","SAF2,3",
97,"QB,14","RB,9","WR1,1","WR2,0","LT,7","LG,10","C,19","RG,[?]","RT,[?]","TE,12",,,
97,"DE1,11","DT1,16","DT2,15","DE2,13","OLB1,17","OLB2,9","LB1,3","LB2,4","CB1,16","CB2,5","SAF,13",,
99,"QB,20","RB,10","WR1,4","WR2,3","WR3,0","LT,17","LG,16","C,12","RG,18","RT,21","TE,8",,
99,"DE1,11","DT1,15","DT2,19","DE2,9","LB1,6","LB2,2","CB1,5","CB2,2","SAF,8",,,,
101,"QB,9","RB,4","WR1,0","WR2,1","WR3,19","LT,15","LG,14","C,8","RG,21","RT,10","TE,2",,
101,"DE1,6","DT1,3","DT2,13","DE2,7","LB1,11","LB2,18","CB1,17","CB2,16","CB3,20","SAF1,5","SAF2,12",,
103,"QB,19","RB,15","WR1,1","WR2,0","WR3,2","WR4,3","LT,21","LG,[?]","C,20","RG,13","RT,11",,
103,"DE1,9","DT,12","DE2,18","LB1,8","LB2,10","SAF,7","CB1,5","CB2,4","CB3,17","SAF1,6","SAF2,16",,
105,"QB,13","RB,5","WR1,9","WR2,12","WR3,3","WR4,1","LT,21","LG,20","C,17","RG,16","RT,2",,
105,"DE1,0","DT,19","DE2,6","LB,18","CB1,15","CB2,7","CB3,10","CB4,8","SAF1,11","SAF2,4",,,
107,"QB,20","RB,11","WR1,2","WR2,0","LT,19","LG,16","C,13","RG,17","RT,18","TE1,[?]","TE2,8",,
107,"DE1,5","DT,9","DE2,6","LB1,15","LB2,11","LB3,3","CB1,12","CB2,10","SAF1,7","SAF2,14","SAF3,4",,
109,"QB,14","RB,6","WR1,0","WR2,12","WR3,3","LT,15","LG,20","C,21","RG,5","RT,5","TE,2",,
109,"DE1,9","DT,19","DE2,4","OLB1,7","OLB2,16","LB1,10","LB2,11","CB1,11","CB2,8","SAF1,17","SAF2,13",,
