Video Name:,Inside Zone,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,
31,"8,ALL","76,22","78,OL","88,9","91,9","113,9","117,13","105,4",163,Tac
32,"0,ALL","64,11","66,OL","78,1","81,1","98,1","112,8","93,9",158,Tac
33,"0,ALL","27,16","29,OL","41,22","47,22","66,22","69,15",-,138,Tac
34,"0,ALL","78,11","80,OL","94,2","98,2","113,2","125,11",-,180,Tac
35,"0,ALL","113,20","115,OL","128,21","132,21","144,21","152,19",-,185,Tac
36,"0,ALL","87,11","89,OL","103,4","107,4","114,4","122,5",-,165,Tac
37,"0,ALL","119,21","121,OL","132,9","136,9","154,9","162,8",-,230,Tac
38,"0,ALL","62,12","64,OL","74,2","77,2","92,2","102,5",-,152,Tac
39,"10,ALL",104,"106,OL","119,10","122,10","133,10","145,18","125,21",193,TD
40,"0,ALL","128,10","130,OL","139,9","142,9","157,9","166,14","152,18",225,TD
41,"0,ALL","188,18","190,OL","206,16",-,-,"211,16",-,269,Tac
42,"0,ALL","154,13","156,OL","171,4",-,-,"182,4",-,229,Tac
43,"0,ALL","54,21","56,OL","67,18","71,18","86,18","95,16","98,21",184,OOB
44,"0,ALL","47,12","49,OL","63,16","68,16","78,6","89,18","89,12",160,OOB
45,"0,ALL","128,7","130,OL","144,15","152,15","164,15","177,16","167,7",210,TD
46,"0,ALL","172,12","174,OL","188,9","197,9","208,9","223,10","203,12",256,TD
47,"0,ALL","153,14","155,OL","167,9","173,9","190,9","203,31",-,239,Tac
48,"0,ALL","175,14","178,OL","191,10","198,10","209,10","225,5",-,261,Tac
49,"14,ALL","121,21","123,OL","134,9","143,9","154,9","165,5","147,24",226,TD
50,"0,ALL","134,17","136,OL","152,6","155,6","169,6","175,2","178,9",236,TD
51,"0,ALL","176,22","178,OL","189,18","201,18","208,18","214,15","215,13",260,Tac
52,"0,ALL","115,4","118,OL","131,1","135,1","149,1","155,6","157,10",206,Tac
53,"0,ALL","231,10","233,OL","250,12","255,12","271,12","281,8","262,10",345,Tac
54,"0,ALL","139,13","141,OL","152,10","157,10","174,10","183,14","163,13",255,Tac
55,"0,ALL","15,21","17,OL","27,20","29,20","43,20","48,19",-,109,Tac
56,"0,ALL","131,11","133,OL","141,9","145,9","159,9","167,6",-,231,Tac
57,"0,ALL","62,20","64,OL","74,22","78,22","90,22","94,8",-,137,Tac
58,"0,ALL","46,9","48,OL","59,8","63,8","73,8","82,6",-,112,Tac
59,"0,ALL","198,21","200,OL","207,8","214,18","230,18","240,2","233,22",304,OOB
60,"0,ALL","194,10","196,OL","208,2","211,2","225,2","236,12","233,1",294,OOB
61,"0,ALL","212,19","215,OL","224,13","231,13","245,13","255,16",-,305,TD
62,"0,ALL","74,9","76,OL","87,6","92,6","102,6","111,3",-,173,TD
63,"0,ALL","44,20","47,OL","54,17","58,17","73,17","85,22",-,121,OOB
64,"0,ALL","51,6","53,OL","61,8","66,8","85,8","96,7",-,131,OOB
65,"0,ALL","157,20","159,OL","166,14","173,14","186,14","192,10",-,224,OOB
66,"0,ALL","84,14","87,OL","94,7","98,7","114,7","122,4",-,159,OOB
67,"0,ALL","80,20","83,OL","93,13","100,13","119,13","126,17","112,22",180,Tac
68,"0,ALL","36,10","39,OL","49,8","52,8","69,8","82,6","68,7",119,Tac
69,"0,ALL","264,11","267,OL","278,16","282,16","294,16","302,10","303,12",342,Tac
70,"0,ALL","282,2","284,OL","295,11","298,11","315,11","323,10","315,22",365,Tac
71,"0,ALL","52,16","55,OL","65,20","69,20","79,20","88,21","98,22",144,Tac
72,"0,ALL","77,11","79,OL","91,5","95,5","105,5","117,13","118,12",181,Tac
73,"4,ALL","53,3","55,OL","68,22","70,22","86,22","98,20",-,123,Tac
74,"0,ALL","41,14","43,OL","55,11","57,11","71,11","85,8",-,103,Tac
75,"0,ALL","217,22","220,OL","228,7","235,7","248,7","255,3",-,307,Tac
76,"0,ALL","68,11","71,OL","79,16","83,16","97,16","111,7",-,154,Tac
77,"0,ALL","101,9","103,OL","114,13","121,13","137,13","145,21","146,19",188,Tac
78,"0,ALL","68,14","71,OL","82,9","85,9","101,9","111,6","115,4",159,Tac
79,"0,ALL","76,20","78,OL","86,12","90,12","100,12","106,5",-,145,TD
80,"0,ALL","53,14","56,OL","62,6","67,6","77,6","84,4",-,128,TD
81,"0,ALL","34,18","36,OL","51,21","55,21","65,21","72,11",-,135,Tac
82,"0,ALL","364,10","364,OL","373,3","378,3","391,3","397,2",-,452,Tac
83,"0,ALL","80,18","83,OL","88,20","93,20","106,20","121,16",-,153,Tac
84,"0,ALL","48,13","50,OL","62,9","66,9","81,9","96,8",-,125,Tac
85,"0,ALL","28,16","31,OL","42,13","49,13","58,13","71,8",-,122,Tac
86,"0,ALL","53,15","56,OL","65,11","69,11","83,11","97,14",-,143,Tac
87,"0,ALL","42,21","45,OL","54,8","59,8","72,8","84,12","77,22",123,TD
88,"23,ALL","63,8","65,OL","76,5","82,5","94,5","107,14","102,8",146,TD
89,"0,ALL","103,17","106,OL","119,13","122,13","135,13","140,20","130,17",201,Tac
90,"0,ALL","138,12","141,OL","155,2","158,2","173,2","181,5","156,12",217,Tac
91,"0,ALL","140,16","142,OL","156,2","160,2","174,2","181,22","166,16",239,Tac
92,"0,ALL","135,10","138,OL","150,1","155,1","171,1","184,2","162,10",229,Tac
93,"0,ALL","145,21","148,OL","156,12","159,12","176,12","181,13",-,228,Tac
94,"0,ALL","109,7","114,OL","127,6","139,6","138,6","152,13",-,196,Tac
95,"4,ALL","329,14","331,OL","345,16","351,16","367,16","374,10","352,22",442,Tac
96,"0,ALL","260,11","263,OL","276,5","281,5","294,5","303,8","293,1",347,Tac
97,"0,ALL","92,17","95,OL","106,4","109,4","126,11","132,9",-,190,Tac
98,"0,ALL","165,14","167,OL","178,6","182,6","196,6","207,7",-,256,Tac
99,"0,ALL","91,9","93,OL","101,12","106,12","120,12","128,9","130,21",166,Tac
100,"0,ALL","36,9","39,OL","49,8","53,8","63,8","79,5","79,6",116,Tac
101,"0,ALL","146,16","149,OL","158,10","162,10",-,"198,10",-,212,OOB
102,"0,ALL","202,14","205,OL","213,13","216,13",-,"254,13",-,283,OOB
103,"0,ALL","40,16","42,OL","54,12","58,12",-,"86,12","65,16",116,Tac
104,"0,ALL","40,9","43,OL","55,11","58,11",-,"95,16","68,9",114,Tac
105,"4,ALL","46,14","49,OL","62,13","67,13","83,13","90,9",-,119,OOB
106,"0,ALL","52,14","55,OL","65,9","68,9","85,9","120,7",-,118,OOB
107,"0,ALL","143,2","146,OL","157,13","165,13",-,"187,13","175,4",221,OOB
108,"0,ALL","153,11","156,OL","167,9","170,9",-,"198,9",-,235,OOB
109,"0,ALL","94,22","97,OL","110,20","118,20","135,20","143,7","129,9",179,TD
110,"14,ALL","31,10","34,OL","46,14","54,14","67,14","84,13","61,8",113,TD
111,"0,ALL","38,22","41,OL","52,14","58,14","76,14","83,13",-,106,Tac
112,"7,ALL","17,12","20,OL","30,8","34,8","49,8","67,10",-,90,Tac
113,"7,ALL","70,22","73,OL","80,20","85,20","104,20","116,12",-,181,Tac
114,"0,ALL","111,13","114,OL","120,9","129,9","141,9","159,5",-,212,Tac
115,"0,ALL","568,22","571,OL","579,18","588,18","595,18","602,14",-,640,Tac
116,"0,ALL","541,10","543,OL","555,8","558,8","568,8","579,7",-,622,Tac
117,"0,ALL","271,14","274,OL","290,15","293,15",-,"317,15",-,371,Tac
118,"0,ALL","245,11","248,OL","261,8","263,8",-,"300,8",-,336,Tac
119,"0,ALL","99,21","101,OL","114,19","121,19","127,19","138,12",-,178,OOB
120,"0,ALL","119,8","121,OL","129,9","133,9","147,9","160,3","148,10",195,OOB
121,"2,ALL","76,11","79,OL","90,22","96,22","114,22","124,11","112,14",166,Tackle
122,"0,ALL","73,10","75,OL","84,4","88,4","106,4","117,6","111,9",163,Tackle
123,"11,ALL","83,11","86,OL","95,5","98,5","117,5","126,8","110,19",181,Tackle
124,"0,ALL","142,11","146,OL","157,8","163,8","175,8","186,5","159,1",230,Tackle
125,"0,ALL","110,21","113,OL","125,19","128,19","139,19","151,12",-,189,Tackle
126,"0,ALL","142,11","145,OL","157,7","163,7","176,7","187,8",-,219,Tackle
127,"0,ALL","83,21","86,OL","97,18","102,18","112,18","122,14",-,162,Tackle
128,"0,ALL","109,14","112,OL","120,11","125,11","130,11","146,4",-,185,Tackle
129,"0,ALL","21,19","24,OL","33,17","36,17","49,17","56,20","47,18",87,Tackle
130,"25,ALL","37,12","40,OL","48,3","53,3","64,3","73,4","53,12",100,Tackle
131,"0,ALL","155,12","158,OL","168,22","172,22","186,22","175,11","200,12",229,Tackle
132,"0,ALL","151,11","154,OL","164,8","168,8","182,8","196,3","195,11",233,Tackle
133,"3,ALL","107,21","110,OL","122,14","126,14","138,14","146,10","130,21",184,Tackle
134,"0,ALL","89,10","91,OL","102,8","108,8","117,8","128,6","112,10",165,Tackle
135,-,-,-,-,-,-,-,-,-,-
136,"0,ALL","127,20","130,OL","144,16","149,16","164,16","174,8",-,246,Tackle
137,"0,ALL","274,15","276,OL","287,8","290,8","305,8","320,6",-,374,Tackle
138,"0,ALL","172,20","175,OL","183,14","196,14","209,14","221,5","217,21",272,Tackle
139,"0,ALL","185,4","188,OL","199,11","206,11","222,11","239,9","237,13",292,Tackle
140,"0,ALL","117,20","120,OL","132,12","138,12","148,12","159,8","161,11",199,OOB
141,"0,ALL","118,14","121,OL","132,9","137,9",-,"166,4","154,3",194,OOB
142,"0,ALL","426,16","439,OL","454,19","457,19","470,19","485,22","464,13",519,Tackle
143,"0,ALL","87,13","92,OL","104,7","108,7","117,7","133,11","121,4",164,Tackle
144,"0,ALL","122,19","125,OL","136,21","141,21","154,21","159,8",-,201,Tackle
145,"0,ALL","98,2","101,OL","98,7","104,7",-,"123,7",-,146,Tac
146,"0,ALL","113,15","116,OL","125,11","128,11","140,11","147,16",-,185,Tac
147,"0,ALL","98,11","101,OL","109,6","112,6","122,6","133,9",-,184,Tac
148,"0,ALL","318,23","321,OL","334,14","338,14",-,"363,14",-,412,Tac
149,"0,ALL","316,12","318,OL","325,8","330,8",-,"360,8",-,383,Tac
150,"0,ALL","209,21","212,OL","221,17","226,17","241,17","256,19","242,13",290,OOB
151,"0,ALL","148,7","151,OL","163,6","169,6","181,6","191,4","174,10",233,OOB
152,"0,ALL","204,17","207,OL","217,16","223,16","234,16","246,9","237,19",298,Tac
153,"0,ALL","99,11","102,OL","111,4","117,4","129,4","141,7","113,3",195,Tac
154,"8,ALL","36,7","39,OL","50,6","53,6",-,"71,6",-,122,OOB
155,"0,ALL","64,18","67,OL","77,9","79,9",-,"101,9",-,117,OOB
156,"10,ALL","105,16","108,OL","120,15",-,-,"150,15","144,21",200,Tac
157,"0,ALL","130,13","133,OL","145,14",-,-,"169,14","175,9",229,Tac
158,"2,ALL","324,21","327,OL","337,11","343,11",-,"362,11",-,391,OOB
159,"0,ALL","248,7","251,OL","259,5","264,5",-,"284,5",-,313,OOB
160,"0,ALL","131,5","134,OL","145,17","149,17","164,17","174,21",-,213,Tac
161,"0,ALL","125,12","129,OL","138,9","141,9","158,9","169,3","151,14",213,Tac
162,"0,ALL","26,18","29,OL","37,19","44,19","57,19","67,22","65,21",103,Tac
163,"0,ALL","29,11","32,OL","43,9","48,9","64,9","74,6","66,2",110,Tac
164,"0,ALL","161,21","163,OL","174,17","182,17","195,17","207,11",-,254,Tac
165,"0,ALL","121,12","123,OL","129,9","135,9","152,9","167,5",-,226,Tac
166,"0,ALL","83,15","86,OL","95,14","100,14","117,14","126,6",-,173,OOB
167,"0,ALL","33,8","36,OL","45,9","49,9","65,9","74,3",-,132,OOB
168,"0,ALL","85,13","87,OL","97,5","103,5","114,5","126,9",-,172,TD
169,"0,ALL","52,14","55,OL","64,8","68,8","83,8","92,2",-,156,TD
170,"0,ALL","408,14","410,OL","422,12","425,12","440,12","453,13",-,505,Tac
171,"0,ALL","400,16","402,OL","413,7","416,7","427,7","446,1",-,478,Tac
172,"0,ALL","32,14","35,OL","48,10","50,10",-,"73,10",-,120,Tac
173,"0,ALL","22,6","25,OL","34,9","38,9",-,"60,9","38,7",90,Tac
174,"0,ALL","48,14","51,OL","62,19","68,19","79,19","94,16","80,15",134,Tac
175,"2,ALL","35,9","38,OL","49,16","54,16","67,16","85,2","71,15",125,Tac
176,"0,ALL","30,22","33,OL","47,1","53,1",-,"70,1",-,86,Tac
177,"0,ALL","54,13","57,OL","69,7","74,7",-,"92,7",-,101,Tac
178,"11,ALL","180,14","183,OL","193,16","195,16","212,16","223,21",-,269,Tac
179,"0,ALL","146,14","148,OL","157,5","160,5","175,5","186,9",-,231,Tac
180,"0,ALL","98,21","101,OL","112,19","121,19","134,19","141,5",-,198,OOB
181,"0,ALL","111,12","114,OL","126,10","130,10","145,10","154,6",-,188,OOB
182,"0,ALL","62,18","65,OL","73,21","79,21","88,21","101,22",-,140,Tac
183,"0,ALL","58,7","61,OL","72,9","77,9","89,9","101,5",-,148,Tac
184,"0,ALL","371,20","374,OL","387,14","391,14","416,14","423,16",-,460,Tac
185,"0,ALL","423,12","426,OL","437,6","443,6","464,6","478,2",-,508,Tac
186,"0,ALL","433,18","436,OL","444,14","449,14","463,14","477,10",-,501,Tac
187,"0,ALL","326,16","328,OL","335,2","340,2","355,2","368,3",-,393,Tac
188,"3,ALL","4,20","6,OL","18,18","23,18","38,18","47,21","24,22",80,Tac
189,"12,ALL","39,8","42,OL","51,9","56,9","71,9","83,10","65,7",125,Tac
190,"0,ALL","62,14","65,OL","77,16","82,16","97,16","109,21","90,17",156,Tac
191,"0,ALL","17,8","20,OL","30,11","33,11","51,11","64,5","45,12",99,Tac
192,"0,ALL","145,21","147,OL","154,20","157,20","171,20","184,17",-,209,Tac
193,"0,ALL","262,11","266,OL","273,2","279,2","290,2","300,3",-,326,Tac
194,"0,ALL","152,23","155,OL","164,11","171,11","188,11","193,14",-,224,Tac
195,"0,ALL","191,13","194,OL","206,12","211,12","218,12","233,8",-,264,Tac
196,"0,ALL","145,8","147,OL","159,10","163,10","177,10","183,13",-,215,Tac
197,"0,ALL","171,13","174,OL","186,7","189,7","197,7","211,9",-,239,Tac
198,"0,ALL","44,13","47,OL","60,14","66,14","79,14","90,11",-,118,Tac
199,"0,ALL","26,11","29,OL","41,7","49,7","60,7","72,9",-,106,Tac
200,"0,ALL","239,21","242,OL","250,19","254,19","268,19","279,12",-,317,TD
201,"0,ALL","263,12","266,OL","277,6","280,6","293,6","306,10","296,3",335,TD
202,"3,ALL","26,14","29,OL","39,17","43,17",-,"56,17",-,128,OOB
203,"0,ALL","15,2","18,OL","29,4","32,4",-,"54,5",-,120,OOB
204,"0,ALL","91,21","94,OL","105,15","110,15","121,15","133,17",-,187,Tac
205,"0,ALL","72,7","75,OL","86,10","89,10","100,10","114,11",-,167,Tac
206,"0,ALL","460,19","463,OL","479,17","484,17",-,"514,17",-,543,Tac
207,"0,ALL","456,10","459,OL","470,11","479,11",-,"505,11",-,544,Tac
208,"0,ALL","49,22","51,OL","61,20","63,20","75,20","84,18",-,110,Tac
209,"0,ALL","138,16","141,OL","153,13","155,13","166,13","176,7",-,201,Tac
210,"0,ALL","98,15","101,OL","118,19",-,"131,19","140,14",-,151,Tac
211,"0,ALL","93,11","96,OL","111,10",-,"124,10","133,5",-,163,Tac
212,"0,ALL","210,15","213,OL","224,17","229,17","241,17","250,24",-,277,Tac
213,"0,ALL","122,13","125,OL","134,7","138,7","150,7","162,4",-,188,Tac
214,"17,ALL","122,18","125,OL","137,12","144,12",-,"167,12","161,13",193,Tac
215,"0,ALL","96,6","99,OL","114,14","117,14",-,"145,14","142,12",169,Tac
216,"0,ALL","46,20","49,OL","61,17","70,17",-,"101,17",-,120,OOB
217,"0,ALL","55,12","58,OL","68,11","75,11",-,"104,11",-,119,OOB
218,"0,ALL","60,20","63,OL","72,21","-,21","93,21","105,21","107,16",151,Tac
219,"0,ALL","83,7","86,OL","100,8","106,8","118,8","133,9","142,15",174,Tac
220,"0,ALL","109,22","112,OL","125,18","129,18","144,18","151,10","141,19",197,Tac
221,"0,ALL","95,15","98,OL","112,10","115,10","129,10","138,7","111,14",187,Tac
222,"0,ALL","65,10","68,OL","82,11","86,11","103,11","110,16","115,10",162,Tac
223,"0,ALL","76,14","79,OL","92,7","96,7","109,7","116,4","118,14",169,Tac
224,"0,ALL","113,22","116,OL","132,20","134,20","142,20","152,16",-,201,TD
225,"-,ALL",-,"-,OL",-,-,-,-,-,-,-
226,"0,ALL","104,12","107,OL","117,7","122,7","135,7","142,8","138,12",191,TD
227,"0,ALL","5,18","8,OL","21,14","26,14","38,14","48,5",-,80,Tac
228,"7,ALL","85,14","88,OL","101,11","103,11","116,11","123,9",-,158,Tac
229,"0,ALL","95,19","98,OL","105,22","109,22","122,22","132,9","116,16",162,Tac
230,"0,ALL","110,7","113,OL","124,11","128,11","142,11","156,10","151,9",180,Tac
231,"0,ALL","82,5","85,OL","94,10","97,10","109,10","118,6",-,149,Tac
232,"0,ALL","48,9","51,OL","59,8","62,8","72,8","83,3",-,117,Tac
233,"0,ALL","138,10","141,OL","150,7","155,7","168,7","174,4","159,9",221,OOB
234,"0,ALL","122,12","125,OL","134,10","138,10","151,10","161,6","148,5",203,OOB
235,"0,ALL","91,20","94,OL","105,22","112,22","119,22","134,17",-,165,Tac
