Video Name:,Outside Zone Stretch,,,,,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,,,,,
59,"0,ALL",-,"5,19,7,15,2","73,119,OL",-,"75,191,10",-,-,"80,100,12",-,-,-,OOB,OutsideZoneStretch_100
60,"0,ALL",-,"18,11,8,14,16","108,119,OL",-,"111,132,8",-,-,"84,101,7",-,-,-,OOB,OutsideZoneStretch_101
61,"0,ALL",-,"11,16,13,15,10",-,-,"-,OL",-,-,-,-,-,-,-,OutsideZoneStretch_102
62,"0,ALL",-,"4,15,12,17,20","108,181,OL",-,"112,152,0",-,-,"127,148,1",-,-,-,Tac,OutsideZoneStretch_103
63,"0,ALL",-,"0,2,12,6,4","134,174,OL",-,"142,181,10",-,-,"154,165,14",-,-,-,Tac,OutsideZoneStretch_104
64,"0,ALL",-,"20,19,14,17,18","134,175,OL",-,"136,185,3",-,-,"163,171,12",-,-,-,Tac,OutsideZoneStretch_105
65,"0,ALL",-,"2,11,14,7,6","153,214,OL",-,"155,203,12",-,-,"182,194,15",-,-,-,Tac,OutsideZoneStretch_106
66,"0,ALL",-,"3,20,21,12,19","21,85,OL",-,"25,96,11",-,-,"41,55,14",-,-,-,OOB,OutsideZoneStretch_107
67,"0,ALL",-,"5,12,7,4,3","38,100,OL",-,"41,112,12",-,-,"54,72,9",-,-,-,TD,OutsideZoneStretch_108
68,"0,ALL",-,"3,16,21,5,8","46,106,OL",-,"54,127,6",-,-,"69,81,11",-,-,-,Tac,OutsideZoneStretch_109
69,"0,ALL",-,"14,11,5,10,15","87,149,OL",-,"96,149,13",-,-,"106,120,7",-,-,-,Tac,OutsideZoneStretch_110
70,"0,ALL",-,"19,15,8,4,20","27,66,OL",-,"34,113,3",-,-,"51,67,3",-,-,-,OOB,OutsideZoneStretch_113
71,"5,ALL",-,"2,8,15,4,10","60,93,OL",-,"51,137,0",-,-,"72,87,7",-,-,-,OOB,OutsideZoneStretch_114
72,"0,ALL",-,"21,12,7,10,14","92,147,OL",-,"108,184,11",-,-,"124,133,11",-,-,-,Tac,OutsideZoneStretch_115
73,"0,ALL",-,"5,17,6,7,9","81,127,OL",-,"81,164,2",-,-,"92,108,2",-,-,-,Tac,OutsideZoneStretch_116
74,"0,ALL",-,"20,19,21,17,16","194,257,OL",-,"205,307,12",-,-,"217,228,12",-,-,-,Tac,OutsideZoneStretch_117
75,"0,ALL",-,"10,11,22,7,18","441,220,OL",-,"153,243,26",-,-,"468,176,9",-,-,-,Tac,OutsideZoneStretch_118
76,"0,ALL",-,"4,12,20,11,14","527,598,OL",-,"539,572,11",-,-,"546,560,15",-,-,-,Tac,OutsideZoneStretch_119
77,"0,ALL",-,"2,3,14,8,11","55,117,OL",-,"66,94,17",-,-,"77,87,17",-,-,-,Tac,OutsideZoneStretch_120
78,"0,ALL",-,"4,12,7,16,5","82,160,OL",-,"70,129,10",-,-,"120,125,10",-,-,-,TD,OutsideZoneStretch_122
79,"0,ALL",-,"18,17,16,21,7","104,161,OL",-,"111,161,12",-,-,"120,144,20",-,-,-,Tac,OutsideZoneStretch_125
80,"0,ALL",-,"8,4,13,0,2","90,135,OL",-,"99,153,5",-,-,"114,124,13",-,-,-,Tac,OutsideZoneStretch_126
81,"0,ALL",-,"18,17,14,16,4","212,256,OL",-,"213,257,9",-,-,"225,249,1",-,-,-,TD,OutsideZoneStretch_127
82,"0,ALL",-,"8,7,24,0,3","156,207,OL",-,"179,227,5",-,-,"179,194,5",-,-,-,TD,OutsideZoneStretch_128
83,"0,ALL",-,"7,3,10,2,2","137,195,OL",-,"153,205,3",-,-,"171,180,16",-,-,-,TD,OutsideZoneStretch_129
84,"0,ALL",-,"8,1,20,2,0","140,182,OL",-,"144,203,3",-,-,"155,177,12",-,-,-,TD,OutsideZoneStretch_130
85,"0,ALL",-,"17,16,20,19,21","89,141,OL",-,"98,168,4",-,-,"112,129,11",-,-,-,Tac,OutsideZoneStretch_133
86,"0,ALL",-,"1,3,12,5,2","109,169,OL",-,"117,189,4",-,-,"126,144,4",-,-,-,Tac,OutsideZoneStretch_134
87,"0,ALL",-,"19,19,17,21,20","160,223,OL",-,"167,201,15",-,-,"178,195,17",-,-,-,Tac,OutsideZoneStretch_137
88,"0,ALL",-,"5,2,10,12,6","118,191,OL",-,"128,165,17",-,-,"138,146,11",-,-,-,Tac,OutsideZoneStretch_138
89,"0,ALL",-,"21,14,12,16,15","214,236,OL",-,"207,235,23",-,-,"212,230,12",-,-,-,TD,OutsideZoneStretch_139
90,"0,ALL",-,"4,7,17,10,8","194,236,OL",-,"80,126,5",-,-,"90,107,18",-,-,-,TD,OutsideZoneStretch_140
91,"0,ALL",-,"21,17,20,9,14","82,140,OL",-,"95,140,18",-,-,"100,120,16",-,-,-,TD,OutsideZoneStretch_141
92,"0,ALL",-,"11,16,12,17,7","93,154,OL",-,"96,142,8",-,-,"115,127,21",-,-,-,Tac,OutsideZoneStretch_144
93,"0,ALL",-,"7,19,16,21,20","174,184,OL",-,"142,180,5",-,-,"141,177,5",-,-,-,Tac,OutsideZoneStretch_145
94,"0,ALL",-,"6,11,15,14,9","195,251,OL",-,"204,245,9",-,-,"219,252,9",-,-,-,Tac,OutsideZoneStretch_146
95,"0,ALL",-,"13,17,16,20,19","223,250,OL",-,"230,282,13",-,-,"247,289,19",-,-,-,Tac,OutsideZoneStretch_147
96,"0,ALL",-,"0,7,13,14,15","152,197,OL",-,"156,197,10",-,-,"175,185,11",-,-,-,Tac,OutsideZoneStretch_150
97,"0,ALL",-,"4,10,15,21,20","134,178,OL",-,"142,178,12",-,-,"160,167,8",-,-,-,Tac,OutsideZoneStretch_151
98,"0,ALL",-,"5,4,9,11,5","149,195,OL",-,"161,196,10",-,-,"172,152,6",-,-,-,Tac,OutsideZoneStretch_152
99,"0,ALL",-,"21,11,20,18,2","90,82,OL",-,"147,188,11",-,-,"84,65,7",-,-,-,Tac,OutsideZoneStretch_153
100,"0,ALL",-,"0,12,11,15","-,OL",-,-,-,-,-,-,-,-,-,OutsideZoneStretch_154
101,"0,ALL",-,"21,22,19,16,13","54,112,OL",-,"61,119,12",-,-,"79,85,7",-,-,-,Tac,OutsideZoneStretch_155
102,"0,ALL",-,"13,9,11,10,7","24,92,OL",-,"34,97,12",-,-,"41,60,5",-,-,-,Tac,OutsideZoneStretch_156
103,"0,ALL",-,"21,20,15,17,18","67,118,OL",-,"71,118,7",-,-,"84,100,4",-,-,-,OOB,OutsideZoneStretch_157
104,"0,ALL",-,"6,9,10,11,7","25,89,OL",-,"35,84,12",-,-,"56,61,14",-,-,-,OOB,OutsideZoneStretch_158
105,"0,ALL",-,"9,20,18,17,13","74,121,OL",-,"83,121,3",-,-,"91,104,6",-,-,-,TD,OutsideZoneStretch_159
106,"0,ALL",-,"15,0,11,6,4","88,140,OL",-,"90,138,7",-,-,"101,119,5",-,-,-,TD,OutsideZoneStretch_160
107,"0,ALL",-,"8,21,18,17,20","23,74,OL",-,"30,74,9",-,-,"46,61,14",-,-,-,TD,OutsideZoneStretch_167
108,"0,ALL",-,"15,11,14,3,4","76,142,OL",-,"97,144,11",-,-,"116,129,8",-,-,-,TD,OutsideZoneStretch_168
109,"0,ALL",-,"8,21,14,7,8","111,160,OL",-,"120,162,4",-,-,"133,147,11",-,-,-,Tac,OutsideZoneStretch_169
110,"0,ALL",-,"7,12,14,2,6","59,116,OL",-,"67,103,4",-,-,"75,73,10",-,-,-,Tac,OutsideZoneStretch_170
111,"0,ALL",-,"18,20,14,19,11","63,110,OL",-,"75,123,13",-,-,"87,98,6",-,-,-,Tac,OutsideZoneStretch_177
112,"0,ALL",-,"8,7,13,9,1","32,79,OL",-,"41,79,5",-,-,"53,66,14",-,-,-,Tac,OutsideZoneStretch_178
113,"0,ALL",-,"20,17,19,21,10","260,168,OL",-,"140,166,12",-,-,"152,142,13",-,-,-,Tac,OutsideZoneStretch_179
114,"0,ALL",-,"6,12,15,11,10","116,157,OL",-,"127,156,9",-,-,"133,150,2",-,-,-,Tac,OutsideZoneStretch_180
115,"0,ALL",-,"4,19,17,15,14","120,180,OL",-,"122,172,1",-,-,"132,150,7",-,-,-,OOB,OutsideZoneStretch_181
116,"0,ALL",-,"11,16,13,18,6","74,136,OL",-,"78,136,14",-,-,"90,106,8",-,-,-,OOB,OutsideZoneStretch_182
117,"0,ALL",-,"15,20,3,19,21","293,365,OL",-,"304,365,7",-,-,"317,333,14",-,-,-,OOB,OutsideZoneStretch_183
118,"0,ALL",-,"3,12,16,4,1","170,225,OL",-,"178,244,9",-,-,"183,204,17",-,-,-,OOB,OutsideZoneStretch_184
119,"0,ALL",-,"14,21,11,20,6","21,75,OL",-,"29,82,0",-,-,"44,58,19",-,-,-,Tac,OutsideZoneStretch_185
120,"0,ALL",-,"13,9,16,8,15","35,90,OL",-,"46,97,4",-,-,"64,71,17",-,-,-,Tac,OutsideZoneStretch_186
121,"0,ALL",-,"16,21,17,19,18","243,305,OL",-,"231,316,4",-,-,"261,279,2",-,-,-,Tac,OutsideZoneStretch_189
122,"0,ALL",-,"4,3,11,12,13","159,192,OL",-,"166,238,1",-,-,"179,192,5",-,-,-,Tac,OutsideZoneStretch_190
123,"0,ALL",-,"16,20,11,16,10","155,170,OL",-,"155,187,11",-,-,"160,187,21",-,-,-,Tac,OutsideZoneStretch_191
124,"0,ALL",-,"10,13,16,14,3","154,194,OL",-,"158,194,20",-,-,"175,183,21",-,-,-,Tac,OutsideZoneStretch_192
125,"0,ALL",-,"4,21,20,17,13","286,337,OL",-,"214,337,16",-,-,"308,322,14",-,-,-,Tac,OutsideZoneStretch_193
126,"0,ALL",-,"1,3,12,8,0","371,440,OL",-,"313,423,4",-,-,"381,603,10",-,-,-,Tac,OutsideZoneStretch_194
127,"0,ALL",-,"6,20,14,15,19","95,144,OL",-,"102,144,0",-,-,"113,131,5",-,-,-,Tac,OutsideZoneStretch_199
128,"0,ALL",-,"9,3,4,5,10","78,125,OL",-,"53,125,18",-,-,"104,114,13",-,-,-,Tac,OutsideZoneStretch_200
129,"0,ALL",-,"20,14,15,21,16","32,76,OL",-,"31,76,6",-,-,"48,67,3",-,-,-,Tac,OutsideZoneStretch_201
130,"22,ALL",-,"2,7,13,11,1","85,132,OL",-,"93,121,20",-,-,"105,117,9",-,-,-,Tac,OutsideZoneStretch_202
131,"0,ALL",-,"14,10,11,15,12","171,220,OL",-,"170,225,8",-,-,"214,224,6",-,-,-,Tac,OutsideZoneStretch_203
132,"0,ALL",-,"20,17,10,12,18","127,161,OL",-,"134,175,1",-,-,"172,184,17",-,-,-,OOB,OutsideZoneStretch_204
133,"0,ALL",-,"3,4,23,12,9","153,192,OL",-,"156,201,2",-,-,"111,124,19",-,-,-,OOB,OutsideZoneStretch_205
134,"0,ALL",-,"18,19,15,21,20","27,60,OL",-,"12,60,3",-,-,"21,40,11",-,-,-,TD,OutsideZoneStretch_210
135,"0,ALL",-,"10,6,8,7,5","41,116,OL",-,"50,92,1",-,-,"61,75,9",-,-,-,TD,OutsideZoneStretch_211
136,"0,ALL",-,"17,11,3,20,7","226,289,OL",-,"238,297,0",-,-,"251,261,4",-,-,-,Tac,OutsideZoneStretch_212
137,"0,ALL",-,"8,11,7,20,21","126,168,OL",-,"126,168,13",-,-,"145,153,15",-,-,-,Tac,OutsideZoneStretch_216
138,"0,ALL",-,"0,13,14,9,2","40,86,OL",-,"45,226,6",-,-,"157,172,12",-,-,-,Tac,OutsideZoneStretch_217
139,"0,ALL",-,"12,20,21,9,11","55,103,OL",-,"62,128,2",-,-,"78,90,12",-,-,-,OOB,OutsideZoneStretch_218
140,"0,ALL",-,"12,6,1,11,9","38,98,OL",-,"38,130,15",-,-,"64,77,9",-,-,-,OOB,OutsideZoneStretch_219
141,"0,ALL",-,"1,7,13,2,2","112,153,OL",-,"115,150,0",-,-,"128,145,10",-,-,-,OOB,OutsideZoneStretch_222
142,"0,ALL",-,"0,8,5,9,4","82,129,OL",-,"92,116,6",-,-,"99,115,16",-,-,-,OOB,OutsideZoneStretch_223
143,"0,ALL",-,"19,15,13,21,7","124,170,OL",-,"130,170,6",-,-,"140,156,20",-,-,-,Tac,OutsideZoneStretch_224
144,"0,ALL",-,"7,11,8,2,6","96,133,OL",-,"95,133,5",-,-,"112,121,12",-,-,-,Tac,OutsideZoneStretch_225
145,"0,ALL",-,"11,16,14,19,20","66,115,OL",-,"70,122,2",-,-,"85,98,21",-,-,-,Tac,OutsideZoneStretch_226
146,"0,ALL",-,"13,4,11,8,12","53,110,OL",-,"75,118,6",-,-,"75,90,9",-,-,-,Tac,OutsideZoneStretch_227
147,"0,ALL",-,"1,17,18,21,20","52,91,OL",-,"69,94,6",-,-,"65,84,5",-,-,-,Tac,OutsideZoneStretch_228
148,"24,ALL",-,"5,6,4,8,10","181,201,OL",-,"171,201,20",-,-,"171,187,12",-,-,-,Tac,OutsideZoneStretch_229
149,"0,ALL",-,"18,20,5,13,7","186,233,OL",-,"29,166,15",-,-,"57,73,10",-,-,-,TD,OutsideZoneStretch_234
150,"0,ALL",-,"4,7,12,14,8","27,98,OL",-,"30,106,15",-,-,"150,160,21",-,-,-,Tac,OutsideZoneStretch_235
151,"0,ALL",-,"18,20,15,16,17","126,168,OL",-,"130,167,1",-,-,"165,173,18",-,-,-,Tac,OutsideZoneStretch_236
152,"0,ALL",-,"1,7,14,9,6","138,185,OL",-,"142,188,8",-,-,"142,157,11",-,-,-,Tac,OutsideZoneStretch_237
153,"0,ALL",-,"20,21,15,17,9","120,180,OL",-,"126,190,6",-,-,"187,204,6",-,-,-,Tac,OutsideZoneStretch_238
154,"0,ALL",-,"1,13,10,14,2","168,218,OL",-,"176,234,29",-,-,"138,156,10",-,-,-,OOB,OutsideZoneStretch_239
155,"0,ALL",-,"20,19,13,11,2","114,171,OL",-,"126,171,4",-,-,"194,209,13",-,-,-,OOB,OutsideZoneStretch_240
156,"19,ALL",-,"6,7,12,10,5","171,216,OL",-,"166,120,15",-,-,-,-,-,-,Tac,OutsideZoneStretch_241
157,"0,ALL",-,"12,14,20,21,19","110,161,OL",-,"73,132,11",-,-,-,-,-,-,Tac,OutsideZoneStretch_242
158,"0,ALL",-,"2,5,14,8,6","66,132,OL",-,"106,160,18",-,-,"191,133,13",-,-,-,TD,OutsideZoneStretch_243
159,"0,ALL",-,"17,14,10,19,1","95,136,OL",-,"133,92,7",-,-,"150,164,7",-,-,-,TD,OutsideZoneStretch_244
160,"0,ALL",-,"6,13,16,8,14","121,177,OL",-,"238,301,11",-,-,"251,261,9",-,-,-,OOB,OutsideZoneStretch_245
161,"0,ALL",-,"19,21,14,19,20","227,303,OL",-,"212,292,9",-,-,"230,231,23",-,-,-,OOB,OutsideZoneStretch_246
162,"0,ALL",-,"0,6,17,8,2","206,258,OL",-,"182,227,2",-,-,"191,202,15",-,-,-,Tac,OutsideZoneStretch_247
163,"0,ALL",-,"6,10,7,18,19","169,208,OL",-,"165,214,5",-,-,"179,194,13",-,-,-,Tac,OutsideZoneStretch_248
164,"3,ALL",-,"4,11,13,14,6","72,107,OL",-,"72,126,8",-,-,"77,106,8",-,-,-,TD,OutsideZoneStretch_249
165,"0,ALL",-,"21,14,20,19,7","28,79,OL",-,"32,79,15",-,-,"53,63,18",-,-,-,TD,OutsideZoneStretch_250
166,"0,ALL",-,"0,8,6,7,10","94,136,OL",-,"108,170,6",-,-,"114,131,13",-,-,-,TD,OutsideZoneStretch_253
167,"0,ALL",-,"11,19,7,21,18","79,138,OL",-,"88,161,17",-,-,"107,117,13",-,-,-,TD,OutsideZoneStretch_254
168,"0,ALL",-,"4,16,12,15,9","30,89,OL",-,"34,102,3",-,-,"61,72,11",-,-,-,Tac,OutsideZoneStretch_255
169,"0,ALL",-,"9,8,11,3,21","-,OL",-,-,-,-,-,-,-,-,-,OutsideZoneStretch_258
170,"0,ALL",-,"21,16,15,12,10","111,155,OL",-,"122,181,7",-,-,"133,149,7",-,-,-,Tac,OutsideZoneStretch_261
171,"0,ALL",-,"5,15,10,11,7","125,172,OL",-,"137,190,14",-,-,"153,166,13",-,-,-,Tac,OutsideZoneStretch_262
172,"0,ALL",-,"5,17,16,21,20","114,158,OL",-,"153,180,13",-,-,"139,155,19",-,-,-,Fumble,OutsideZoneStretch_263
173,"0,ALL",-,"5,7,12,4,1","163,212,OL",-,"172,221,6",-,-,"180,176,8",-,-,-,,OutsideZoneStretch_264
174,"0,ALL",-,"20,21,3,11,7","106,165,OL",-,"113,149,15",-,-,"123,139,5",-,-,-,OOB,OutsideZoneStretch_267
175,"0,ALL",-,"3,9,15,4,11","35,77,OL",-,"46,72,7",-,-,"62,69,15",-,-,-,OOB,OutsideZoneStretch_268
176,"0,ALL",-,"8,17,20,21,11","37,72,OL",-,"39,76,3",-,-,"55,65,10",-,-,-,TD,OutsideZoneStretch_269
177,"0,ALL",-,"2,7,14,12,3","55,78,OL",-,"59,100,8",-,-,"74,86,15",-,-,-,TD,OutsideZoneStretch_270
178,"0,ALL",-,"20,17,13,15,21","90,218,OL",-,"191,270,1",-,-,"207,217,9",-,-,-,Tac,OutsideZoneStretch_271
179,"0,ALL",-,"3,10,0,9,2","180,224,OL",-,"189,233,13",-,-,"199,209,13",-,-,-,Tac,OutsideZoneStretch_272
180,"0,ALL",-,"21,20,15,18,14","115,177,OL",-,"128,168,3",-,-,"141,152,9",-,-,-,Tac,OutsideZoneStretch_281
181,"0,ALL",-,-,"-,OL",-,-,-,-,-,-,-,-,Tac,OutsideZoneStretch_282
182,"0,ALL",-,"20,19,12,15,5","45,94,OL",-,"55,91,6",-,-,"67,77,8",-,-,-,Tac,OutsideZoneStretch_283
183,"0,ALL",-,"9,5,16,12,18","64,114,OL",-,"87,114,13",-,-,"87,100,13",-,-,-,Tac,OutsideZoneStretch_284
184,"0,ALL",-,"21,23,18,22,17","78,139,OL",-,"88,123,3",-,-,"98,113,1",-,-,-,Tac,OutsideZoneStretch_285
185,"0,ALL",-,"1,9,13,10,3","61,122,OL",-,"63,107,14",-,-,"82,92,14",-,-,-,Tac,OutsideZoneStretch_286
186,"3,ALL",-,"11,17,16,20,21","172,219,OL",-,"176,226,7",-,-,"199,204,7",-,-,-,OOB,OutsideZoneStretch_289
187,"0,ALL",-,"4,5,17,0,9","149,199,OL",-,"156,194,17",-,-,"165,180,17",-,-,-,OOB,OutsideZoneStretch_290
188,"0,ALL",-,"18,12,15,21,14","150,187,OL",-,"153,203,6",-,-,"176,184,19",-,-,-,Tac,OutsideZoneStretch_291
189,"0,ALL",-,"5,12,17,2,3","159,203,OL",-,"144,229,0",-,-,"182,197,9",-,-,-,Tac,OutsideZoneStretch_292
190,"0,ALL",-,"15,12,17,20,14","168,219,OL",-,"175,238,13",-,-,"190,203,18",-,-,-,OOB,OutsideZoneStretch_302
191,"0,ALL",-,"12,9,14,5,15","134,172,OL",-,"138,208,15",-,-,"158,169,8",-,-,-,OOB,OutsideZoneStretch_303
192,"0,ALL",-,"7,20,18,17,16","95,139,OL",-,"101,141,9",-,-,"114,130,10",-,-,-,OOB,OutsideZoneStretch_304
193,"0,ALL",-,"11,15,14,17,8","61,112,OL",-,"66,136,18",-,-,"80,97,18",-,-,-,OOB,OutsideZoneStretch_305
