Video Name:,Boot Pass,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,
49,"19,ALL",-,"50,OL","50,20","74,87,20","90,121,20",-,"157,165,20","235,240,1",TD
50,"0,ALL",-,"33,OL","33,14","54,68,14","69,113,14",-,"141,149,14","218,224,23",TD
51,"0,ALL",-,"35,OL","42,16","81,65,16","66,78,16","107,134,16","123,152,16","197,205,7",Tac
52,"0,ALL",-,"43,OL","51,3","58,70,3","71,105,3","104,121,18","131,140,15","193,199,49",Tac
53,"0,ALL",-,"44,OL","53,14","60,75,5","76,105,5",-,"153,164,12","225,240,31",Comp.
54,"0,ALL",-,"47,OL","57,12","66,78,12","79,107,12",-,"153,164,12","234,241,3",Tac
55,"0,ALL",-,"148,OL","158,7","166,182,7","183,212,7","187,221,3","214,224,7","126,134,26",Tac
56,"0,ALL",-,"41,OL","49,12","55,78,12","79,107,12","93,107,26","111,118,24","234,240,0",Tac
57,"0,ALL",-,"111,OL","120,17","128,143,17","144,189,17","175,201,19","197,210,17","232,242,23",Tac
58,"0,ALL",-,"146,OL","153,10","163,172,23","177,226,23","180,226,23","115,126,17","154,161,0",Tac
59,"0,ALL",-,"35,OL","41,17","48,63,17","64,111,17","80,119,16","115,126,17","154,161,0",Tac
60,"0,ALL",-,"57,OL","65,15","74,87,15","88,125,15","97,135,2","135,146,15","214,221,2",Tac
61,"37,ALL",-,"68,OL","74,14","80,110,14","102,137,14","114,137,1","138,143,1","195,201,25",Tac
62,"16,ALL",-,"50,OL","58,11","65,80,11","81,121,11","81,124,16","180,192,9","203,212,14",Tac
63,"0,ALL",-,"121,OL","128,9","133,152,9","153,181,9","164,184,14","180,192,9","203,212,14",Tac
64,"0,ALL",-,"40,OL","46,2","49,68,2","69,98,2","72,101,6","100,110,1","121,129,6",OOB
65,"0,ALL",-,"97,OL","104,5","112,140,5","141,199,0","199,205,5","229,233,5",OOB,
66,"0,ALL",-,"67,OL","74,14","82,107,14","108,160,14","145,167,26","167,178,14","197,210,29",Tac
67,"15,ALL",-,"27,OL","38,3","41,67,3","50,77,15","78,98,15",-,-,Tac
68,"0,ALL",-,"5,OL","40,15","50,77,15","78,98,15",-,-,-,Tac
69,"0,ALL",-,"45,OL","51,12","57,72,12","73,126,12",-,"155,146,12","180,186,0",Tac
70,"0,ALL",-,"68,OL","72,8","82,97,8","98,143,8",-,"156,166,8","195,206,23",Tac
71,"0,ALL",-,"83,OL","83,19","110,122,19","123,163,19",-,"166,177,19","207,226,4",Comp.
72,"0,ALL",-,"41,OL","41,10","69,79,10","80,124,10",-,"126,136,0","165,178,6",Comp.
73,"0,ALL",-,"54,OL","62,9","70,91,9","92,128,9","96,132,7","132,145,9","192,214,34",Comp.
74,"0,ALL",-,"26,OL","35,11","41,57,11","58,96,11","65,96,0","107,117,11","166,185,33",Comp.
75,"0,ALL",-,"59,OL","67,18","75,90,18","91,131,18",-,"144,153,18","177,184,0",Tac
76,"0,ALL",-,"35,OL","45,11","48,68,11","67,116,11",-,"121,131,11","153,160,0",Tac
77,"0,ALL",-,"25,OL","22,11","43,60,11","61,105,11","67,116,4","116,125,11","154,166,0",Tac
78,"0,ALL",-,"63,OL","63,13","82,101,13","102,154,13","101,154,6","155,166,13","185,204,22",Tac
79,"0,ALL",-,"144,OL","150,18","153,181,18","182,223,18",-,"226,235,18","254,262,15",Tac
80,"0,ALL",-,"24,OL","33,8","39,66,8","67,104,8",-,"105,116,8","134,146,6",Tac
81,"0,ALL",-,"134,OL","141,18","157,156,18","157,195,18","134,219,2","207,219,18","256,263,0",OOB
82,"0,ALL",-,"51,OL","61,6","62,78,6","79,118,6",-,"125,138,6","174,185,36",OOB
83,"0,ALL",-,"38,OL","44,10","51,81,10","82,121,10","84,121,23","121,131,10","175,181,1",Tac
84,"0,ALL",-,"93,OL","103,3","108,140,3","141,173,3","141,142,15","177,187,3","226,241,34",Tac
85,"0,ALL",-,"114,OL","121,14","123,144,14","145,168,14",-,"170,178,14","204,219,1",TD
86,"0,ALL",-,"56,OL","62,12","65,98,12","89,166,12",-,"108,118,9",-,TD
87,"0,ALL",-,"43,OL","49,16","53,73,16","74,115,16","88,128,4","119,128,16","151,159,10",Tac
88,"0,ALL",-,"35,OL","42,17","47,68,17","69,115,17","69,116,13","116,123,17","144,155,8",Tac
89,"0,ALL",-,"69,OL","78,21","90,94,21","95,165,21",-,"166,175,21","207,219,14",TD
90,"0,ALL",-,"21,OL","29,4","43,53,4","54,87,4",-,"119,127,4","162,169,38",TD
91,"0,ALL",-,"36,OL","44,16","47,63,16","64,103,16","83,126,16","120,134,16","156,163,2",Tac
92,"0,ALL",-,"75,OL","83,17","85,106,17","102,163,17","113,163,17","161,177,17","194,208,15",Tac
93,"0,ALL",-,"101,OL","101,16","126,142,16","143,180,16",-,"182,192,16","223,239,8",Tac
94,"0,ALL",-,"52,OL","52,15","75,91,15","92,130,24","99,145,20","133,145,24","180,205,4",Tac
95,"0,ALL",-,"16,OL","24,16","30,51,16","52,63,16","49,71,12","63,74,16","81,91,12",OOB
96,"0,ALL",-,"53,OL","63,6","66,72,6","93,100,6","89,100,2","100,111,6","213,221,9",OOB
97,"0,ALL",-,"120,OL","126,18","128,153,18","154,183,18","172,185,9","184,193,18","202,243,6",OOB
98,"0,ALL",-,"111,OL","118,13","122,145,13","146,175,13","153,175,6","175,182,13","184,218,10",Comp.
99,"0,ALL",-,"40,OL","40,21","61,81,21","82,120,21","88,123,18","122,130,21","208,239,0",Comp.
100,"0,ALL",-,"62,OL","62,12","81,99,12","100,139,12","106,153,4","142,153,12","294,338,17",Tac
101,"0,ALL",-,"196,OL","196,20","220,234,1","235,285,1","234,279,6","294,306,1","249,358,5",Tac
102,"0,ALL",-,"112,OL","112,1","131,148,1","149,208,1","134,161,14","209,221,1","243,258,5",Tac
103,"0,ALL",-,"58,OL","65,13","78,95,13","96,125,13","101,125,18","128,137,13","150,155,18",OOB
104,"0,ALL",-,"38,OL","44,6","47,70,6","72,101,6",-,"103,113,6","143,155,0",OOB
105,"0,ALL",-,"16,OL","26,1","31,55,1","56,86,1",-,"89,96,1",-,OOB
106,"0,ALL",-,"50,OL","55,19","55,98,19","89,128,19",-,"131,139,19","166,194,25",Tac
107,"0,ALL",-,"31,OL","39,6","41,68,6","69,109,6",-,"109,122,6",-,Tac
108,"0,ALL",-,"47,OL","54,12","64,85,12","86,140,12","94,141,2","141,152,12","186,207,1",OOB
109,"0,ALL",-,"37,OL","45,14","53,74,22","75,126,27","82,133,3","133,142,27","175,203,28",OOB
110,"0,ALL",-,"18,OL","18,20","39,54,20","55,76,20","74,98,5","77,87,20","95,107,5",OOB
111,"0,ALL",-,"82,OL","82,16","102,116,16","117,137,16","123,160,14","140,149,16","160,168,14",OOB
112,"0,ALL",-,"49,OL","49,20",-,"74,87,20","82,110,0","92,102,20","108,122,0",Tac
113,"0,ALL",-,"43,OL","43,21",-,"69,89,21","89,101,5","89,96,21","103,116,5",Tac
114,"0,ALL",-,"63,OL","68,4","78,96,4","97,125,4","Drag,21","145,154,4","194,203,25",TD
115,"0,ALL",-,"81,OL","89,3","96,117,3","118,162,3","Drag,18","164,174,3","207,217,39",TD
116,"0,ALL",-,"50,OL","50,20",-,"73,86,20","89,127,8","96,107,20","121,134,8",Tac
117,"0,ALL",-,"19,OL","19,15","31,46,15","47,65,15","54,94,11","71,80,15","94,109,11",Tac
118,"0,ALL",-,"45,OL","45,18","64,79,18","80,117,18","88,137,17","126,137,18","152,168,17",Tac
119,"0,ALL",-,"56,OL","56,16","85,95,16","96,128,16",-,"148,153,20","171,183,39",Tac
120,"0,ALL",-,"61,OL","68,15","70,92,15","93,133,15",-,"135,145,15","172,190,2",Tac
121,"0,ALL",-,"48,OL","57,12","59,77,12","78,112,12",-,"127,135,12","158,174,22",TD
122,"0,ALL",-,"31,OL","39,12","42,65,12","66,100,12",-,"133,141,6","173,206,72",TD
123,"0,ALL",-,"40,OL","47,6","50,73,6","74,103,6","130,186,3","186,195,20","210,222,2",Tac
124,"0,ALL",-,"79,OL","79,20",-,"114,186,20","120,171,19","174,184,16","197,209,8",Tac
125,"0,ALL",-,"64,OL","64,16",-,"98,171,16","122,253,3","278,287,2","308,318,4",Tac
126,"0,ALL",-,"185,OL","192,2","175,213,2","214,248,2","153,179,16","212,221,11","245,253,37",Tac
127,"0,ALL",-,"121,OL","127,10","136,150,10","151,178,11",-,"116,125,12","157,175,15",TD
128,"0,ALL",-,"23,OL","23,12","47,63,12","64,97,12",-,"146,154,43","188,194,39",TD
129,"0,ALL",-,"49,OL","49,17","67,84,17","85,114,17",-,"127,136,10","157,169,2",Tac
130,"0,ALL",-,"33,OL","41,10","48,59,10","60,110,10","74,124,4","145,153,10","180,192,18",Tac
131,"0,ALL",-,"48,OL","58,8","66,79,8","80,140,10","86,153,13","70,79,8","89,107,25",OOB
132,"0,ALL",-,"-,OL","16,8","24,50,8","51,67,8","60,84,25","90,128,15","111,120,12",OOB
133,"0,ALL",-,"50,OL","56,14","67,93,14","94,109,12","91,128,15","111,120,12","113,144,15",OOB
134,"0,ALL",-,"50,OL","56,14","67,93,14","94,109,12","91,128,15","111,120,12","113,144,15",OOB
