Video Name:,Split Zone,,,,,,,,,,,,,
,"Key Actions (Frame Number, player track id)",,,,,,,,,,,,,
96,"0,ALL","33,12","36,OL","34,17","42,8","45,8","58,11",-,-,-,"59,3",136,TD,SplitZone_96
97,"0,ALL","153,19","156,OL","158,7","165,14","170,14","180,5",-,-,-,"175,19",228,Tac,SplitZone_97
98,"21,ALL","109,5","112,OL","111,16","122,12","126,12","133,14",-,-,-,"128,5",230,Tac,SplitZone_98
99,"14,ALL","180,15","183,OL","195,5","193,16","198,16","215,14",-,-,-,-,305,Tac,SplitZone_99
100,"33,ALL","151,6","154,OL","160,10","160,3","169,3","180,8",-,-,-,-,272,Tac,SplitZone_100
101,"0,ALL","518,11","521,OL","526,4","530,1","535,1","544,9",-,-,-,-,406,OOB,SplitZone_101
102,"12,ALL","490,10","493,OL","498,1","504,13","508,13","519,9",-,-,-,-,610,OOB,SplitZone_102
103,"23,ALL","269,19","272,OL","278,1","283,18","286,18","297,5",-,-,-,"295,7",388,TD,SplitZone_103
104,"5,ALL","89,17","92,OL","96,5","103,10","105,10","116,7",-,-,-,"109,6",200,TD,SplitZone_104
105,"0,ALL","75,19","78,OL","81,21","86,20","90,20","99,9",-,-,-,-,188,?,SplitZone_105
106,"11,ALL","58,13","61,OL","64,6","69,14","71,14","82,4",-,-,-,-,138,TD,SplitZone_106
107,"8,ALL","104,20","107,OL","106,1","114,16","119,16","130,5",-,-,-,-,213,Tac,SplitZone_107
108,"3,ALL","77,11","81,OL","77,14","87,7","93,7","104,8",-,-,-,-,197,Tac,SplitZone_108
109,"2,ALL","93,8","96,OL","101,13","108,19",-,"137,19",-,-,-,-,208,Tac,SplitZone_109
110,"2,ALL","188,9","191,OL","198,6","203,0",-,"222,0",-,-,-,-,267,Tac,SplitZone_110
111,"8,ALL","95,21","98,OL","101,2","109,20","113,20","120,5",-,-,-,"122,21",189,OOB,SplitZone_111
112,"8,ALL","83,14","86,OL","89,13","99,8","103,8","116,11",-,-,-,"115,1",227,OOB,SplitZone_112
113,"5,ALL","702,15","705,OL","703,4","715,19","719,19","723,16",-,-,-,-,770,Tac,SplitZone_113
114,"13,ALL","652,10","655,OL","653,15","667,2","670,2","678,7",-,-,-,-,725,Tac,SplitZone_114
115,"11,ALL","15,20","18,OL","22,8","28,5","29,5","43,4",-,-,-,-,113,Tac,SplitZone_115
116,"2,ALL","28,4","31,OL","32,10","38,8","42,8","56,14",-,-,-,-,126,Tac,SplitZone_116
117,"20,ALL","126,11","129,OL","129,5","143,18","153,18","164,12",-,-,-,-,239,OOB,SplitZone_117
118,"0,ALL","89,11","92,OL","93,14","104,5","114,5","128,6",-,-,-,-,193,OOB,SplitZone_118
119,"5,ALL","144,13","147,OL","147,10","154,8","158,8","172,5",-,-,-,-,243,Tac,SplitZone_119
120,"18,ALL","145,14","148,OL","148,10","158,12","164,12","178,6",-,-,-,-,221,Tac,SplitZone_120
121,"25,ALL","112,18","115,OL","118,6","128,9","137,9","143,5",-,-,-,"143,18",242,Tac,SplitZone_121
122,"11,ALL","37,10","40,OL","42,5","54,9","61,9","71,0",-,-,-,"49,10",156,Tac,SplitZone_122
123,"14,ALL","111,18","114,OL","115,6","122,13","133,13","138,15",-,-,-,-,202,Tac,SplitZone_123
124,"0,ALL","44,9","47,OL","46,10","56,6","64,6","71,7",-,-,-,-,122,Tac,SplitZone_124
125,"0,ALL","31,19","34,OL","34,13","39,17","47,17","53,16",-,-,-,-,149,Tac,SplitZone_125
126,"0,ALL","31,11","34,OL","41,10","47,3","51,3","57,4",-,-,-,-,153,Tac,SplitZone_126
127,"9,ALL","96,11","99,OL","104,6","113,19","118,19","126,5",-,-,-,"136,15",187,Tac,SplitZone_127
128,"0,ALL","83,5","86,OL","92,9","104,3","107,3","116,11",-,-,-,"120,10",194,Tac,SplitZone_128
129,"23,ALL","114,13","117,OL","120,6","128,16","130,16","142,4",-,-,-,-,271,OOB,SplitZone_129
130,"2,ALL","141,16","144,OL","147,1","150,18","155,18","148,2",-,-,-,-,242,OOB,SplitZone_130
131,"26,ALL","178,15","181,OL","189,12","190,14","194,14","213,9",-,-,-,-,348,Tac,SplitZone_131
132,"0,ALL","138,6","141,OL","148,3","153,9","159,9","174,16",-,-,-,-,306,Tac,SplitZone_132
133,"12,ALL","30,14","33,OL","32,6","42,4","57,4","64,16",-,-,-,"43,19",103,TD,SplitZone_133
134,"5,ALL","19,8","22,OL","19,13","30,9","42,9","52,15",-,-,-,"43,4",84,TD,SplitZone_134
135,"14,ALL","375,20","378,OL","377,3","386,14","393,14","401,15",-,-,-,"403,25",466,Tac,SplitZone_135
136,"28,ALL","288,2","297,OL","291,0","301,11","307,11","317,13",-,-,-,"320,2",412,Tac,SplitZone_136
137,"7,ALL","83,18","85,OL",-,"92,21",-,"110,21",-,-,-,-,144,Tac,SplitZone_137
138,"25,ALL","98,20","101,OL",-,"111,0",-,"132,0",-,-,-,-,264,Tac,SplitZone_138
139,"5,ALL","44,11","47,OL","54,9","59,12",-,"103,12",-,-,-,"92,18",200,TD,SplitZone_139
140,"26,ALL","68,13","71,OL","77,8","80,5",-,"127,5",-,-,-,"112,2",172,TD,SplitZone_140
141,"12,ALL","427,16","430,OL","433,0","439,8","446,8","465,9",-,-,-,"454,1",578,OOB,SplitZone_141
142,"23,ALL","71,5","74,OL","79,7","78,17","90,17","107,12",-,-,-,"94,4",229,OOB,SplitZone_142
143,"15,ALL","85,7","88,OL","95,5","96,4","100,4","126,3",-,-,-,"112,20",190,Tac,SplitZone_143
144,"24,ALL","115,14","118,OL","118,4","120,12","128,12","144,2",-,-,-,"129,3",225,Tac,SplitZone_144
145,"17,ALL","118,21","121,OL","119,4","127,13","134,13","148,8",-,-,-,"145,21",209,*,SplitZone_145
146,"19,ALL","139,17","142,OL","143,0","151,6","157,6","148,2",-,-,-,"164,3",233,*,SplitZone_146
147,"25,ALL","455,20","458,OL","457,1","464,13","469,13","475,4",-,-,-,-,534,Tac,SplitZone_147
148,"24,ALL","131,10","134,OL","138,14","144,8","146,8","157,7",-,-,-,-,204,Tac,SplitZone_148
149,"10,ALL","135,10","138,OL","145,4","149,17","152,17","167,10",-,-,-,"177,16",268,Tac,SplitZone_149
150,"23,ALL","88,12","91,OL","99,11","97,17","113,17","121,4",-,-,-,"120,12",179,Tac,SplitZone_150
151,"1,ALL","46,13","49,OL","52,8","56,18","60,18","70,6",-,-,-,-,159,OOB,SplitZone_151
152,"20,ALL","61,11","64,OL","67,2","75,5","77,5","91,4",-,-,-,-,167,OOB,SplitZone_152
153,"8,ALL","115,18","118,OL","121,3","129,11",-,"164,11",-,-,-,"139,1",237,OOB,SplitZone_153
154,"9,ALL","86,15","89,OL","89,6","97,10",-,"143,10",-,-,-,"125,7",207,OOB,SplitZone_154
155,"19,ALL","89,14","92,OL","93,17","93,18","110,18","119,8",-,-,-,"126,10",161,Tac,SplitZone_155
156,"17,ALL","63,14","65,OL","70,15","69,17","86,17","97,1",-,-,-,"97,14",132,Tac,SplitZone_156
157,"12,ALL","77,17","80,OL","85,7","88,19","93,19","113,11",-,-,-,"98,17",203,Tac,SplitZone_157
158,"26,ALL","84,5","87,OL","91,12","89,13","112,13","120,0",-,-,-,"104,5",263,Tac,SplitZone_158
159,"7,ALL","95,18","98,OL","99,2","112,14",-,"142,14",-,-,-,"126,20",213,OOB,SplitZone_159
160,"11,ALL","81,10","84,OL","87,2","100,5",-,"128,5",-,-,-,"124,9",188,OOB,SplitZone_160
161,"2,ALL","313,14","316,OL","320,16","325,18",-,"351,18",-,-,-,-,411,Tac,SplitZone_161
162,"8,ALL","278,14","281,OL","281,0","288,8",-,"316,8",-,-,-,-,384,Tac,SplitZone_162
163,"3,ALL","313,22","316,OL","322,3","324,14","326,14","338,11",-,-,-,-,301,TD,SplitZone_163
164,"0,ALL","161,12","164,OL","168,13","172,8","176,8","188,6",-,-,-,-,237,TD,SplitZone_164
165,"8,ALL","293,19","296,OL","304,12","306,11","312,11","325,4",-,-,-,-,421,TD,SplitZone_165
166,"6,ALL","174,16","177,OL","180,11","185,6","192,6","210,22",-,-,-,-,313,TD,SplitZone_166
167,"3,ALL","92,18","95,OL","97,6","99,20","104,20","118,17",-,-,-,"109,18",169,OOB,SplitZone_167
168,"12,ALL","150,13","153,OL","158,10","162,9","170,9","180,8",-,-,-,"182,12",228,OOB,SplitZone_168
169,"0,ALL","140,21","143,OL","153,3","155,20","158,20","173,13",-,-,-,"184,21",245,TD,SplitZone_169
170,"0,ALL","68,9","71,OL","76,11","84,8","94,8","101,10",-,-,-,"121,9",154,TD,SplitZone_170
171,"17,ALL","89,20","92,OL","96,9","101,19","107,19","114,10",-,-,-,-,166,TD,SplitZone_171
172,"11,ALL","73,11","76,OL","79,17","85,10","91,10","99,13",-,-,-,-,147,TD,SplitZone_172
173,"0,ALL","368,16","371,OL","378,10","372,19","404,19","409,8",-,-,-,-,527,OOB,SplitZone_173
174,"0,ALL","362,16","365,OL","373,5","365,10","393,10","405,6",-,-,-,-,528,OOB,SplitZone_174
175,"2,ALL","180,19","183,OL","190,8","193,10","200,10","214,5",-,-,-,-,263,TD,SplitZone_175
176,"3,ALL","129,14","132,OL","138,11","138,8","157,8","163,2",-,-,-,-,220,TD,SplitZone_176
177,"12,ALL","200,10","203,OL","209,1","213,12","217,12","231,13",-,-,-,-,295,TD,SplitZone_177
178,"16,ALL","193,14","196,OL","198,0","204,3","212,3","226,6",-,-,-,-,320,TD,SplitZone_178
179,"10,ALL","46,14","49,OL","53,2","59,7","62,7","71,13",-,-,-,-,129,Tac,SplitZone_179
180,"23,ALL","42,14","45,OL","49,7","54,5","58,5","68,0",-,-,-,-,135,Tac,SplitZone_180
181,"25,ALL","158,16","161,OL","165,14","168,20","174,20","185,21",-,-,-,-,247,Tac,SplitZone_181
182,"9,ALL","163,7","166,OL","168,10","175,12","181,12","191,11",-,-,-,-,274,Tac,SplitZone_182
183,"0,ALL","307,17","310,OL","312,2","322,12","331,12","339,6",-,-,-,"331,8",399,-,SplitZone_183
184,"8,ALL","165,11","168,OL","171,15","181,5","89,5","97,10",-,-,-,"90,2",143,-,SplitZone_184
185,"16,ALL","210,13","213,OL","213,25","217,12","230,12","243,6",-,-,-,-,370,OOB,SplitZone_185
186,"0,ALL","209,11","212,OL","217,13","214,23","233,23","244,2",-,-,-,-,334,OOB,SplitZone_186
187,"1,ALL","92,18","95,OL","97,8","103,16","114,16","122,4",-,-,-,-,244,TD,SplitZone_187
188,"12,ALL","182,13","185,OL","189,16","195,15","203,15","213,8",-,-,-,-,309,TD,SplitZone_188
189,"6,ALL","118,21","116,OL",-,"127,6","135,6","144,11",-,-,-,-,193,TD,SplitZone_189
190,"14,ALL","185,14","188,OL",-,"201,10","208,10","221,15",-,-,-,-,279,TD,SplitZone_190
191,"17,ALL","110,10","113,OL","121,1","125,16","135,16","142,8",-,-,-,"147,19",217,Tac,SplitZone_191
192,"0,ALL","105,10","108,OL","114,12","119,4","128,4","138,7",-,-,-,"138,5",213,Tac,SplitZone_192
193,"27,ALL","140,3","143,OL",-,"156,14","162,14","179,21",-,-,-,"177,19",328,Tac,SplitZone_193
194,"19,ALL","214,16","217,OL",-,"228,10","255,10","245,3",-,-,-,"247,2",399,Tac,SplitZone_194
195,"18,ALL","288,13","291,OL","303,9","405,7","410,7","417,17",-,-,-,-,484,Tac,SplitZone_195
196,"11,ALL","480,5","483,OL","486,15","496,9","503,9","508,4",-,-,-,-,607,Tac,SplitZone_196
197,"11,ALL","114,19","117,OL","128,6","130,15","141,15","148,3",-,-,-,-,223,Tac,SplitZone_197
198,"5,ALL","84,15","87,OL","91,3","85,18","100,18","111,11",-,-,-,-,149,Tac,SplitZone_198
199,"10,ALL","40,17","43,OL","53,4","52,14","61,16","68,20",-,-,-,-,122,TD,SplitZone_199
200,"10,ALL","45,11","48,OL","55,5","56,4","64,4","82,2",-,-,-,-,135,TD,SplitZone_200
201,"0,ALL","101,32","104,OL","107,2","114,19","120,19","126,16",-,-,-,"140,18",337,TD,SplitZone_201
202,"0,ALL","143,9","146,OL","152,17","160,7","165,7","175,11",-,-,-,"176,3",312,TD,SplitZone_202
203,"2,ALL","129,11","132,OL","141,13","142,18","152,18","163,12",-,-,-,-,205,OOB,SplitZone_203
204,"0,ALL","131,16","134,OL","139,6","145,1","152,1","163,10",-,-,-,-,213,OOB,SplitZone_204
205,"14,ALL","273,20","276,OL","279,6","284,17","286,17","298,15",-,-,-,"307,19",353,Tac,SplitZone_205
206,"23,ALL","96,14","99,OL","104,3","104,2","114,2","126,4",-,-,-,"173,26",198,Tac,SplitZone_206
207,"24,ALL","163,10","166,OL","171,2","175,8","180,8","190,18",-,-,-,-,269,Tac,SplitZone_207
208,"26,ALL","190,16","193,OL","199,7","201,11","207,11","215,4",-,-,-,-,287,Tac,SplitZone_208
209,"5,ALL","428,5","431,OL","434,1","433,19","448,19","465,9",-,-,-,-,701,Tac,SplitZone_209
210,"22,ALL","423,16","426,OL","432,6","431,19","443,19","462,9",-,-,-,-,701,Tac,SplitZone_210
211,"28,ALL","146,19","149,OL","148,12","158,21",-,"187,21",-,-,-,"170,4",224,OOB,SplitZone_211
212,"0,ALL","99,17","102,OL","101,14","113,10",-,"134,10",-,-,-,"121,13",168,OOB,SplitZone_212
213,"0,ALL","233,16","235,OL","239,8","226,10","258,10","266,1",-,-,-,"266,12",400,TD,SplitZone_213
214,"0,ALL","233,18","236,OL","248,11","239,17","260,17","272,3",-,-,-,"275,14",432,TD,SplitZone_214
215,"4,ALL","316,17","319,OL","328,7","330,16","333,16","344,13",-,-,-,"356,17",417,Tac,SplitZone_215
216,"23,ALL","173,3","176,OL","178,13","187,4","191,4","203,8",-,-,-,"209,3",274,Tac,SplitZone_216
217,"19,ALL","74,17","77,OL","84,7","98,20","97,20","103,21",-,-,-,-,185,Tac,SplitZone_217
218,"14,ALL","91,9","94,OL","103,6","104,4","112,4","122,2",-,-,-,-,204,Tac,SplitZone_218
219,"26,ALL","127,9","130,OL","138,8","143,21",-,"164,21",-,-,-,-,290,OOB,SplitZone_219
220,"0,ALL","55,8","58,OL","64,6","71,7",-,"93,7",-,-,-,-,192,OOB,SplitZone_220
221,"10,ALL","127,21","130,OL",-,"142,10",-,"162,10",-,-,-,-,241,Tac,SplitZone_221
222,"21,ALL","97,14","100,OL",-,"111,3",-,"132,3",-,-,-,-,208,Tac,SplitZone_222
223,"26,ALL","312,11","315,OL","318,9","315,2","344,2","350,6",-,-,-,"348,10",389,Tac,SplitZone_223
224,"12,ALL","301,6","304,OL","309,13","305,9","330,9","338,11",-,-,-,"335,0",390,Tac,SplitZone_224
225,"21,ALL","180,22","183,OL","186,3","193,15","199,15","215,8",-,-,-,"230,7",297,TD,SplitZone_225
226,"0,ALL","143,13","146,OL","149,6","157,0","163,0","172,10",-,-,-,"183,14",263,TD,SplitZone_226
227,"14,ALL","217,19","220,OL","225,0","200,20","225,20","249,13",-,-,-,"244,16",309,Tac,SplitZone_227
228,"8,ALL","217,5","220,OL","223,18","231,7","227,7","217,8",-,-,-,"250,2",297,Tac,SplitZone_228
229,"0,ALL","121,11","124,OL","139,9","125,13","155,13","162,4",-,-,-,-,227,Tac,SplitZone_229
230,"10,ALL","179,13","182,OL","193,3","183,12","210,12","232,5",-,-,-,-,297,Tac,SplitZone_230
231,"12,ALL","247,13","250,OL","257,2","261,7","263,7","280,19",-,-,-,-,362,Tac,SplitZone_231
232,"24,ALL","324,14","327,OL","328,5","338,10","341,10","357,16",-,-,-,-,442,Tac,SplitZone_232
233,"8,ALL","172,5","175,OL","181,1","188,15","189,15","194,7",-,-,-,-,295,OOB,SplitZone_233
234,"6,ALL","169,5","172,OL","179,6","181,14","189,14","197,9",-,-,-,-,275,OOB,SplitZone_234
235,"0,ALL","141,14","144,OL","160,0","157,12","159,12","171,5",-,-,-,-,243,Tac,SplitZone_235
236,"0,ALL","112,10","115,OL","126,14","125,7","133,7","144,6",-,-,-,-,222,Tac,SplitZone_236
237,"12,ALL","83,14","85,OL","90,7","96,19","114,19","120,5",-,-,-,"114,16",198,Tac,SplitZone_237
238,"5,ALL","166,14","169,OL","173,4","170,6","196,6","201,3",-,-,-,"190,7",296,Tac,SplitZone_238
239,"25,ALL","191,18","194,OL","198,14","205,17","211,17","222,4",-,-,-,-,*,Tac,SplitZone_239
240,"0,ALL","114,13","117,OL","122,7","127,10","132,10","147,5",-,-,-,-,*,Tac,SplitZone_240
241,"5,ALL","98,11","101,OL","105,4","109,7","118,7","126,6",-,-,-,-,185,Tac,SplitZone_241
242,"24,ALL","187,14","190,OL","194,16","200,8","205,8","221,12",-,-,-,-,290,Tac,SplitZone_242
