Video Name:,Counter,,,,,,,,,,
,"Key Actions (Frame Number, player track id[s])",,,,,,,,,,
82,"0,ALL","24,6","24,13","24,6,14,7","24,1","24,3","38,4","45,4","57,13",95,Tac
83,"0,ALL","144,21",-,"151,3,19","151,21","151,7","156,20","166,15","191,5",Tac,
84,"0,ALL","212,18",-,"212,14,11","212,18","212,5","223,12","233,12","250,8",298,Tac
85,"4,ALL","154,8",-,"157,8,19","157,22","157,20","170,21","178,21","198,16",229,Tac
86,"0,ALL","138,11",-,"140,12,1,5","140,5","140,8","153,3","161,3","178,2",199,Tac
87,"4,ALL","63,21","71,18","65,21,3,9","65,20","65,8","80,22","89,22","111,8",159,TD
88,"0,ALL","47,13","47,3","47,13,4,14","47,2","47,10","63,11","72,11","94,3",136,TD
89,"0,ALL","119,21","124,20","124,21,22,20","124,7","124,14","138,11",-,"165,1",200,Tac
90,"0,ALL","77,10","81,5","79,10,11,8","79,3","79,14","95,6",-,"131,6",143,Tac
91,"16,ALL","38,16","49,6","41,16,21,22","41,20","41,9","54,10","66,10","88,6",110,OOB
92,"0,ALL","75,10","86,6","76,10,4,1","76,7","76,3","93,5","105,5","129,6",181,OOB
93,"0,ALL","101,20",-,"106,20,22","106,18","106,14","113,10","128,10","142,2",188,Tac
94,"0,ALL","93,14",-,"96,6,14","96,9","96,10","106,12","114,12","134,5",192,Tac
95,"8,ALL","101,18",-,"108,18,19","108,17","108,10","115,18","125,18","144,3",206,Tac
96,"0,ALL","87,3",-,"93,9,15","93,6","93,11","102,11","108,11","130,7",176,Tac
97,"0,ALL","64,9",-,"66,20,21","66,19","66,22","75,16",-,"94,16",144,OOB
98,"0,ALL","183,16",-,"192,6,3,2","192,6","192,10","194,12",-,"218,12",268,OOB
99,"12,ALL","39,20",-,"43,20,14,4","43,21","43,15","53,20","66,20","90,8",129,Tac
100,"0,ALL","74,5",-,"79,5,6,1","79,14","79,3","88,4","100,4","124,7",162,Tac
101,"0,ALL","92,22",-,"97,12,19","97,17","97,20","107,10","127,10","146,16",192,OOB
102,"0,ALL","93,14","112,6","97,14,9","97,15","97,1","113,5","126,5","152,6",184,OOB
103,"0,ALL","74,9",-,"75,9,20,13","75,16","75,14","84,7",-,"101,7",159,Tac
104,"0,ALL","63,12",-,"66,12,5,6","66,3","66,7","78,4",-,"107,4",153,Tac
105,"0,ALL","235,17","243,2","237,17,18,13","237,15","237,5","248,8","259,8","282,2",377,OOB
106,"0,ALL","188,10","198,4","190,5,3","190,2","190,18","200,7","216,7","235,4",284,OOB
107,"0,ALL","14,22",-,"18,22,21","18,17","18,13","29,22",-,"56,22",120,Tac
108,"0,ALL","111,16",-,"117,16,9,1","117,3","117,5","127,13",-,"151,13",241,Tac
109,"0,ALL","87,19",-,"87,5,13","89,19","89,2","100,4","124,4","139,6",176,Tac
110,"0,ALL","44,15",-,"65,11","65,15","65,2","75,13","102,3","122,9",160,Tac
111,"0,ALL","46,20",-,"52,22,18,14","50,3","50,7","62,9",-,"79,19",161,Tac
112,"0,ALL","27,18",-,"30,18,8,9","30,6","30,11","42,5",-,"53,5",131,Tac
113,"0,ALL","110,15",-,"113,15,12,4","113,13","113,19","121,18","133,18","150,11",209,Tac
114,"0,ALL","99,13",-,"100,13,14,7","100,12","100,15","110,10","122,10","140,11",175,Tac
115,"3,ALL","136,14",-,"139,14,22,12","139,17","139,6","151,11",-,"170,11",239,OOB
116,"0,ALL","119,7",-,"119,14,5,9","119,10","119,13","133,6",-,"165,6",211,OOB
117,"0,ALL","264,12","266,15","266,12,21,9","266,18","266,11","277,4","288,4","310,15",367,Tac
118,"0,ALL","214,16","219,16","216,6,1","216,7","216,17","229,8","246,8","257,6",316,Tac
119,"0,ALL","48,17",-,"51,17,21,9","51,20","51,4","63,18","78,18","88,17",115,TD
120,"0,ALL","10,13","13,6","13,13,10","13,15","13,11","23,4","37,4","49,6",68,TD
121,"0,ALL","173,20",-,"177,20,11,14","177,22","177,9","188,19","195,19","219,18",261,OOB
122,"0,ALL","48,12",-,"53,12,11","53,7","53,14","61,6","70,6","93,13",134,OOB
123,"0,ALL","292,8","300,3","300,8,21","300,19","300,5","307,12","318,12","333,3",381,Tac
124,"0,ALL","397,13","400,20","400,13,7","400,1","400,22","411,5","417,5","442,20",443,Tac
125,"0,ALL","143,15","144,13","148,15,21","148,20","148,3","156,17",-,"181,17",234,Tac
126,"0,ALL","140,13","143,6","143,13,5","143,12","143,6","150,11",-,"181,11",230,Tac
127,"0,ALL","37,21",-,"39,14,9","39,22","39,17","51,20","69,20","87,12",112,TD
128,"0,ALL","28,10",-,"30,10,17","30,6","30,1","42,12","51,12","77,9",110,TD
129,"0,ALL","61,22",-,"63,22,14,19","63,12","63,8","75,21",-,"96,21",128,Tac
130,"0,ALL","48,10",-,"48,10,9","48,7","48,11","59,4",-,"82,4",135,Tac
131,"36,ALL","100,17","107,16","105,17,24,9","105,23","105,12","116,14","142,14","155,16",208,Tac
132,"0,ALL","166,12","171,9","168,12,14,1","168,8","168,14","181,3","200,3","221,9",273,Tac
133,"0,ALL","159,17",-,"162,17,24,13","162,18","162,4","174,20",-,"193,25",266,Tac
134,"0,ALL","200,10",-,"204,10,5","204,11","204,7","212,3",-,"223,3",290,Tac
135,"3,ALL","74,15",-,"79,15,2,14","79,17","79,21","86,18","97,18","123,9",178,Tac
136,"0,ALL","67,16",-,"69,16,8","69,6","69,3","80,9","103,9","116,4",168,Tac
137,"0,ALL","86,13",-,"89,13,9","89,21","89,20","99,17","110,17","142,22",200,Fumble
138,"0,ALL","79,16",-,"82,16,5","82,4","82,9","92,8","109,8","132,10",188,Fumble
139,"0,ALL","58,20",-,"62,20,19,9","62,22","62,14","72,21",-,"97,21",159,TD
140,"0,ALL","52,11",-,"56,11,1","56,9","56,4","66,6",-,"82,6",159,TD
141,"0,ALL","64,1",-,"70,14,17,9","70,22","70,6","78,18",-,"98,18",170,TD
142,"0,ALL","48,14",-,"50,14,8","50,2","50,19","60,5",-,"82,5",147,TD
143,"0,ALL","161,20",-,"164,20,21,14","164,8","164,5","175,18",-,"197,18",246,Tac
144,"0,ALL","177,13",-,"181,13,8","181,4","181,3","193,6",-,"214,6",264,Tac
145,"0,ALL","150,21",-,"152,21,10,18","152,8","152,17","151,10","177,10","188,4",233,Tac
146,"0,ALL","169,7",-,"174,7,8,15","174,13","174,22","174,9","200,9","214,10",257,Tac
147,"0,ALL","122,10",-,"133,21,16,9","133,20","133,15","127,17","152,17","166,1",210,Tac
148,"0,ALL","112,2",-,"116,18,1,6","116,2","116,13","116,15","144,15","155,9",196,Tac
149,"0,ALL","122,14",-,"125,4,17,15","125,21","125,9","137,16","141,15","166,12",190,Tac
150,"0,ALL","136,22",-,"137,22,14,5","137,12","137,6","150,4","155,14","174,3",206,Tac
151,"0,ALL","213,29",-,"218,24,13,29","218,18","218,16","215,10","239,10","256,4",307,TD
152,"0,ALL","123,2",-,"126,2","126,7","126,2","127,10","156,10","172,5",228,TD
154,"0,ALL","292,13",-,"294,13,14,1","294,4","294,6","306,22","317,22","336,5",393,Tac
155,"0,ALL","31,16","42,10","37,16,17,14","37,22","37,9","42,18","56,18","73,10",104,Tac
156,"0,ALL","61,13","70,4","66,13,3,8,2","66,10","66,6","75,7","85,7","104,4",149,Tac
157,"0,ALL","56,19","66,5","60,19,10,7","60,22","60,4","75,6","81,6","110,5",155,OOB
158,"0,ALL","84,8","82,13","87,8,17,16","87,3","89,5","101,11","115,11","139,13",186,OOB
159,"0,ALL","123,19","136,17","133,19,20,21","133,22","133,8","139,15","154,15","177,17",221,Tac
160,"0,ALL","47,11","58,2","55,11,6,5","55,1","55,14","67,8","78,8","100,2",151,Tac
161,"0,ALL","107,16","114,7","112,16,20","112,14","112,11","122,8","142,8","164,7",205,OOB
162,"0,ALL","31,8","40,4","37,8,7","37,1","37,10","45,13","65,13","87,4",120,OOB
163,"0,ALL","146,20",-,"149,20,21,19","149,22","149,14","160,7","169,7","188,4",226,Tac
164,"0,ALL","71,6",-,"73,6,5,2","73,15","73,12","83,8","91,8","114,9",153,Tac
165,"0,ALL","73,14",-,"75,14,19,15","75,16","75,9","88,13",-,"110,13",161,Tac
166,"0,ALL","96,13",-,"97,13,9,17","97,11","97,4","110,9",-,"136,9",192,Tac
167,"0,ALL","150,14",-,"154,14,17,18","154,22","154,8","163,13","174,13","196,21",231,OOB
168,"0,ALL",OOB,,,,,,,,,
169,"9,ALL","125,12","135,22","126,12,18,15","126,21","126,6","141,17","154,17","174,22",214,TD
170,"0,ALL","2,13","12,11","3,13,18,15","3,20","3,16","15,9","22,9","48,11",102,TD
171,"3,ALL","111,20","127,5","117,20,22,21","117,19","117,4","128,11","142,11","153,5",205,Tac
172,"0,ALL","102,11","116,13","108,11,10,12","108,15","108,4","118,8","129,8","143,13",191,Tac
173,"0,ALL","220,14","228,7","226,14,24,22","226,18","226,16","224,23","260,23","273,7",318,Tac
174,"0,ALL","226,22","235,8","230,22,20,6","230,1","230,4","231,17","264,17","280,8",322,Tac
175,"0,ALL","76,19",-,"78,15,13,19","78,20","78,21","96,15","106,15","123,23",172,OOB
176,"0,ALL","10,13",-,"12,13,11","12,3","12,4","27,11","37,11","56,9",96,OOB
177,"0,ALL","185,19","194,11","189,19,21","189,1","189,2","198,15","207,15","223,11",271,TD
178,"0,ALL","159,15","168,6","163,15,4","163,10","163,5","171,7","187,7","200,6",246,TD
179,"0,ALL","33,20","40,21","36,20,22,15","36,18","36,8","46,9","52,9","74,21",119,TD
180,"0,ALL","105,11","112,4","107,11,13","107,8","107,2","119,3","129,3","148,4",185,TD
181,"6,ALL","183,16","194,12","186,16,20,21","186,22","186,13","194,18","204,18","204,12",277,Tac
182,"0,ALL","106,13","112,5","108,13,3,10","108,8","108,9","120,4","130,4","145,5",202,Tac
183,"0,ALL","140,22",-,"145,22,19","145,21","145,11","152,15","163,15","180,16",218,TD
184,"0,ALL","165,15",-,"168,15,11,7","168,16","168,13","177,10","188,10","204,8",260,TD
185,"0,ALL","169,16","178,20","173,16,17,21","177,23","177,5","184,15","194,15","211,20",258,Tac
186,"0,ALL","190,11","196,7","193,11,5,9","193,22","193,14","202,16","211,16","235,7",278,Tac
187,"0,ALL","100,21","107,6","105,19,17,21","105,22","105,9","113,20","122,20","143,6",184,Tac
188,"0,ALL","127,16","131,5","129,16,11,2","129,8","129,4","139,10","148,10","172,5",208,Tac
189,"0,ALL","193,20","200,8","195,20,19,25","195,24","195,6","203,18","220,18","231,8",263,TD
190,"0,ALL","173,21","179,6","174,21,3,3","174,13","174,15","182,14","197,14","212,6",251,TD
191,"0,ALL","95,20",-,"98,20,19,18","98,21","98,4","105,22","114,22","130,14",177,Tac
192,"0,ALL","99,14",-,"104,14,10,6","104,11","104,7","112,5","118,5","140,9",179,Tac
193,"3,ALL","82,12",-,"89,12,22,19","89,20","89,6","97,16","104,16","122,7",137,Tac
194,"0,ALL",Tac,,,,,,,,,
195,"0,ALL","128,20","137,4","131,20,16,2","131,21","131,14","141,12","160,12","175,4",219,Tac
196,"0,ALL","94,6","99,11","97,6,7,10","97,2","97,11","100,8","121,8","137,11",189,TD
197,"0,ALL","153,22",-,"157,22,17,18","157,21","157,3","168,15","180,15","195,8",237,Tac
198,"0,ALL","127,11",-,"128,11,2,3","128,5","128,1","143,4","156,4","173,7",210,Tac
199,"0,ALL","168,6",-,"170,16,9,13","170,21","170,20","181,11","193,11","212,3",267,Tac
200,"0,ALL","32,13",-,"36,13,14,5","36,15","36,11","46,16","57,16","78,17",128,Tac
201,"0,ALL","91,21",-,"93,8,9,2","93,22","93,9","105,20",-,"134,20",163,Tac
202,"0,ALL","86,8",-,"88,8,5,10","88,7","88,1","99,11",-,"130,11",152,Tac
203,"0,ALL","141,18",-,"144,18,21,19","144,22","144,20","153,15","170,15","191,11",246,Tac
204,"0,ALL","127,11",-,"127,11,5","127,2","127,10","144,8","159,8","176,7",217,Tac
205,"0,ALL","83,20","95,8","85,20,16,9","85,22","85,5","100,21","117,21","128,8",170,Tac
206,"0,ALL","131,10","137,4","132,10,12,16","132,15","132,11","144,5","162,5","172,4",220,Tac
207,"0,ALL","17,11",-,"21,11,18,20,13","21,21","21,22","29,19",-,"58,19",117,Tac
208,"0,ALL","26,12",-,"28,15,12,7","28,20","28,3","37,13",-,"64,13",116,Tac
209,"0,ALL","116,21",-,"120,21,22,19","120,12","120,13","131,18",-,"155,18",235,TD
210,"0,ALL","59,13",-,"60,13,4,2","60,8","60,12","72,9",-,"91,9",148,TD
211,"0,ALL","73,13",-,"76,20,3","76,21","76,10","76,13","100,13","112,2",151,Tac
212,"0,ALL","91,15",-,"94,15,2,1","94,7","94,6","99,13","121,13","135,8",170,Tac
213,"0,ALL","96,14",-,"98,21,22,18","98,19","98,3","98,20","125,20","136,4",235,Tac
214,"0,ALL","97,12",-,"99,12,10,9","99,13","99,11","99,18","128,18","138,7",237,Tac
215,"0,ALL","59,18","65,11","62,18,19,20","62,22","62,9","72,13","89,13","105,11",141,OOB
216,"0,ALL","74,14",-,"75,14,8,6","75,20","75,9","89,11","102,11","126,11",159,OOB
217,"0,ALL","199,22",-,"201,22,21,8","201,20","201,3","210,17",-,"228,17",290,TD
218,"0,ALL","191,8",-,"193,8,10,9","193,1","193,2","201,5",-,"219,5",284,TD
219,"0,ALL","163,20",-,"166,20,21","166,11","166,12","174,5",-,"207,5",248,Tac
220,"0,ALL","148,12",-,"150,12,3,11","150,5","150,2","161,9",-,"191,9",233,Tac
221,"0,ALL","213,7",-,"215,7,21,20","215,12","215,10","227,13",-,"294,13",298,OOB
222,"0,ALL","259,12",-,"263,12,19","263,2","263,8","276,17",-,"341,17",326,OOB
223,"0,ALL","32,21","38,11","35,21,13","35,14","35,10","48,16","71,16","84,11",137,Tac
224,"0,ALL","100,11","107,2","102,11,14","102,8","102,17","116,4","134,4","155,2",194,Tac
225,"8,ALL","72,16","77,11","74,16,19,4","74,22","74,7","87,20","103,20","126,11",165,Tac
226,"0,ALL","126,11","134,3","129,11,4,13","129,5","129,17","142,6","158,6","183,3",232,Tac
227,"0,ALL","45,21","53,7","48,21,22,9","48,12","48,2","60,11","75,11","96,7",131,TD
228,"0,ALL","111,7","115,9","112,7,17,13","112,11","112,16","128,5","139,5","157,9",188,TD
229,"0,ALL","111,15","123,14","113,15,21,10","113,22","113,6","126,16","140,16","162,14",246,Tac
230,"0,ALL","149,17","150,13","150,17,4,15","150,10","150,12","160,2","175,2","193,13",264,Tac
231,"0,ALL","56,21","60,14","57,21,22,11","57,16","57,5","72,15","86,15","106,14",143,Tac
232,"0,ALL","58,15","60,12","60,15,4,13","60,10","60,16","73,5","88,5","112,12",143,TD
233,"0,ALL","245,18","250,15","247,18,22,13","247,17","247,2","263,11","278,11","298,15",389,Tac
234,"0,ALL","400,16","403,13","401,16,13,10","401,11","401,18","417,5","432,5","454,3",526,Tac
235,"0,ALL","52,26","56,8","54,22,17,14","54,21","54,4","68,20","83,20","105,8",175,TD
236,"0,ALL","106,13","111,4","107,13,12,16","107,8","107,10","121,3","135,3","158,4",231,TD
237,"0,ALL","87,19",-,"89,19,17,13","89,21","89,18","106,20","115,20","129,22",169,Tac
238,"0,ALL","117,13",-,"118,13,15,11","118,14","118,4","130,8","139,8","164,7",195,Tac
239,"8,ALL","421,19",-,"423,21,16","423,19","423,28","434,6","449,6","440,11",517,Tac
240,"0,ALL","117,16",-,"119,5,1","119,16","119,11","129,19","142,19","155,10",207,Tac
241,"0,ALL","171,3","176,15","176,20,21,3","176,16","176,10","183,5","191,5","217,15",268,Tac
242,"0,ALL","104,12","111,2","107,12,4,11","107,3","107,9","116,13","136,13","151,2",208,Tac
243,"0,ALL","177,21",-,"181,21,20,17","181,19","181,4","191,10","210,10","221,22",264,Tac
244,"0,ALL","7,16",-,"9,16,1,7","9,6","9,7","22,8","33,8","60,10",93,Tac
245,"0,ALL","73,20",-,"75,21,15,22","76,19","76,12","84,17",-,"108,17",148,TD
246,"0,ALL","20,12",-,"22,12,4,3","22,10","22,11","31,8",-,"53,8",95,TD
247,"0,ALL","91,8",-,"93,20,22,21","93,18","93,2","104,5","117,5","134,4",191,OOB
248,"0,ALL","102,18",-,"104,18,9,6","104,15","104,8","115,13","130,13","151,16",206,OOB
249,"0,ALL","58,21",-,"60,13,11,20","60,22","60,2","71,10","90,10","104,13",158,TD
250,"0,ALL","78,12",-,"80,12,9,10","80,5","80,15","92,2","108,2","127,14",177,TD
251,"0,ALL","73,12",-,"76,12,24,19","76,20","76,28","88,24","101,9","114,5",147,OOB
252,"0,ALL","45,12",-,"48,12,2,10","48,7","48,3","60,14","70,14","94,5",120,OOB
253,"0,ALL","168,12","175,5","171,12,18","171,22","171,7","187,19","187,19","246,7",258,OOB
254,"0,ALL","143,19","158,14","152,12,16,9","152,11","152,15","153,18","174,18","197,14",236,OOB
255,"0,ALL","130,17","139,21","133,17,20,24","133,19","133,1","142,6","162,6","173,24",217,OOB
256,"0,ALL","131,11","140,9","133,11,3,6","133,7","133,11","145,5","160,5","178,9",217,OOB
257,"0,ALL","75,12",-,"78,12,16,5","78,22","78,20","79,19","104,19","120,3",146,Tac
258,"0,ALL","89,5",-,"92,5,6,9","92,7","92,10","93,15","118,15","133,4",158,Tac
259,"0,ALL","78,18",-,"81,18,21,14","81,20","81,3","92,9",-,"123,7",180,Tac
260,"0,ALL","60,11",-,"63,11,5,6","63,14","63,3","76,15",-,"108,15",145,Tac
261,"0,ALL","90,14",-,"93,14,20,2","93,13","93,3","105,5",-,"136,5",197,TD
262,"0,ALL","31,14",-,"34,14,5","34,12","34,6","46,2",-,"77,2",125,TD
263,"0,ALL","51,19",-,"54,19,16,4","54,22","54,3","66,19",-,"95,19",128,OOB
264,"0,ALL","44,5",-,"47,5,14,9","47,10","47,16","59,4",-,"89,4",128,OOB
265,"0,ALL","79,21",-,"82,21,1","82,22","82,14","93,19",-,"117,19",170,OOB
266,"0,ALL","33,10",-,"36,10,9","36,15","36,3","45,4",-,"74,4",127,OOB
267,"0,ALL","130,19",-,"133,19,20,16","133,14","133,7","143,15","157,15","171,4",235,Tac
268,"0,ALL","154,8",-,"157,8,6","157,4","157,19","166,14","180,14","196,7",260,Tac
269,"0,ALL","246,11",-,"249,21,19","249,11","249,8","230,20","241,20","255,23",303,Tac
270,"0,ALL","144,11",-,"147,16,4","147,11","147,8","158,6","168,6","187,7",227,Tac
271,"0,ALL","96,20",-,"99,20,22,18","99,21","99,3","111,7","128,7","139,2",168,Tac
272,"9,ALL","37,14",-,"40,14,10,5","40,11","40,2","51,17","64,17","84,15",115,Tac
273,"0,ALL","81,12",-,"84,12,19,17","84,14","84,3","93,13","107,13","122,8",146,OOB
274,"0,ALL","34,12",-,"37,5,8","37,7","37,18","52,10","66,10","81,18",98,OOB
275,"0,ALL","46,18",-,"53,18,22,21","53,15","53,18","60,13","64,13","90,7",150,TD
276,"0,ALL","61,16",-,"64,10,9","64,12","64,16","77,17","84,17","103,8",171,TD
277,"0,ALL","17,13",-,"20,15,5","20,18","20,13","31,20","47,20","68,21",114,Tac
278,"11,ALL","49,2",-,"52,14,13","52,3","52,4","63,6","79,6","99,11",142,Tac
279,"0,ALL","99,12",-,"102,19,15,17","102,12","102,8","114,5","133,5","149,4",149,Tac
280,"0,ALL","64,12",-,"67,10,3","67,12","67,9","83,15","97,5","114,8",169,Tac
281,"0,ALL","216,21",-,"219,23,21,3","219,18","219,21","231,11","250,4","261,8",310,Tac
282,"0,ALL","226,2",-,"229,14,11","229,2","229,4","241,12","253,12","273,15",318,Tac
283,"0,ALL","60,18",-,"63,19,23","63,20","63,6","78,11","90,11","106,10",150,TD
284,"0,ALL","57,4",-,"60,11,16","60,12","60,4","71,5","83,5","103,7",140,TD
